source_class_id,source_class_name,target_context_class_id,target_context_class_name,compatibility_score,compatibility_level
24,coffee,48,king oyster mushroom,0.0,low
24,coffee,49,kiwi,0.0,low
24,coffee,50,lamb,0.0,low
24,coffee,51,lemon,0.05051,high
24,coffee,52,lettuce,0.0101,medium
24,coffee,53,mango,0.0,low
24,coffee,54,melon,0.0,low
24,coffee,55,milk,0.0202,medium
24,coffee,56,milkshake,0.0,low
24,coffee,57,noodles,0.0,low
24,coffee,58,okra,0.0,low
24,coffee,59,olives,0.0,low
24,coffee,60,onion,0.0202,medium
24,coffee,61,orange,0.06061,high
24,coffee,62,other ingredients,0.0,low
24,coffee,63,oyster mushroom,0.0,low
24,coffee,64,pasta,0.0101,medium
24,coffee,65,peach,0.0,low
24,coffee,66,peanut,0.0101,medium
24,coffee,67,pear,0.0,low
24,coffee,68,pepper,0.0303,medium
24,coffee,69,pie,0.08081,high
24,coffee,70,pineapple,0.0,low
24,coffee,71,pizza,0.0,low
24,coffee,72,popcorn,0.0,low
24,coffee,73,pork,0.0,low
24,coffee,74,potato,0.0202,medium
24,coffee,75,pudding,0.0,low
24,coffee,76,pumpkin,0.0202,medium
24,coffee,77,rape,0.0,low
24,coffee,78,raspberry,0.0,low
24,coffee,79,red beans,0.0101,medium
24,coffee,80,rice,0.0101,medium
24,coffee,81,salad,0.0,low
24,coffee,82,sauce,0.07071,high
24,coffee,83,sausage,0.0303,medium
24,coffee,84,seaweed,0.0,low
24,coffee,85,shellfish,0.0,low
24,coffee,86,shiitake,0.0,low
24,coffee,87,shrimp,0.0,low
24,coffee,88,snow peas,0.0,low
24,coffee,89,soup,0.0,low
24,coffee,90,soy,0.0,low
24,coffee,91,spring onion,0.0,low
24,coffee,92,steak,0.0202,medium
24,coffee,93,strawberry,0.06061,high
24,coffee,94,tea,0.0,low
24,coffee,95,tofu,0.0,low
24,coffee,96,tomato,0.0,low
24,coffee,97,walnut,0.0101,medium
24,coffee,98,watermelon,0.0,low
24,coffee,99,white button mushroom,0.0,low
24,coffee,100,white radish,0.0,low
24,coffee,101,wine,0.0202,medium
24,coffee,102,wonton dumplings,0.0,low
25,corn,0,almond,0.00647,medium
25,corn,1,apple,0.00324,medium
25,corn,2,apricot,0.0,low
25,corn,3,asparagus,0.02589,medium
25,corn,4,avocado,0.01294,medium
25,corn,5,bamboo shoots,0.0,low
25,corn,6,banana,0.0,low
25,corn,7,bean sprouts,0.00647,medium
25,corn,8,biscuit,0.00647,medium
25,corn,9,blueberry,0.00324,medium
25,corn,10,bread,0.20388,high
25,corn,11,broccoli,0.08414,high
25,corn,12,cabbage,0.01294,medium
25,corn,13,cake,0.00971,medium
25,corn,14,candy,0.0,low
25,corn,15,carrot,0.09709,high
25,corn,16,cashew,0.0,low
25,corn,17,cauliflower,0.00324,medium
25,corn,18,celery stick,0.00647,medium
25,corn,19,cheese butter,0.04854,medium
25,corn,20,cherry,0.00647,medium
25,corn,21,chicken duck,0.32362,high
25,corn,22,chocolate,0.0,low
25,corn,23,cilantro mint,0.0712,high
25,corn,24,coffee,0.00324,medium
25,corn,26,crab,0.00647,medium
25,corn,27,cucumber,0.02589,medium
25,corn,28,date,0.0,low
25,corn,29,dried cranberries,0.0,low
25,corn,30,egg,0.02265,medium
25,corn,31,egg tart,0.0,low
25,corn,32,eggplant,0.0,low
25,corn,33,enoki mushroom,0.0,low
25,corn,34,fig,0.0,low
25,corn,35,fish,0.06472,high
25,corn,36,french beans,0.05178,high
25,corn,37,french fries,0.02589,medium
25,corn,38,fried meat,0.0356,medium
25,corn,39,garlic,0.0,low
25,corn,40,ginger,0.00324,medium
25,corn,41,grape,0.00324,medium
25,corn,42,green beans,0.04531,medium
25,corn,43,hamburg,0.0,low
25,corn,44,hanamaki baozi,0.00324,medium
25,corn,45,ice cream,0.09709,high
25,corn,46,juice,0.00647,medium
25,corn,47,kelp,0.0,low
25,corn,48,king oyster mushroom,0.0,low
25,corn,49,kiwi,0.00324,medium
25,corn,50,lamb,0.00971,medium
25,corn,51,lemon,0.04207,medium
25,corn,52,lettuce,0.07443,high
25,corn,53,mango,0.0,low
25,corn,54,melon,0.0,low
25,corn,55,milk,0.00324,medium
25,corn,56,milkshake,0.0,low
25,corn,57,noodles,0.03236,medium
25,corn,58,okra,0.0,low
25,corn,59,olives,0.00324,medium
25,corn,60,onion,0.06149,high
25,corn,61,orange,0.01294,medium
25,corn,62,other ingredients,0.02265,medium
25,corn,63,oyster mushroom,0.0,low
25,corn,64,pasta,0.02589,medium
25,corn,65,peach,0.0,low
25,corn,66,peanut,0.0,low
25,corn,67,pear,0.00324,medium
25,corn,68,pepper,0.06149,high
25,corn,69,pie,0.05178,high
25,corn,70,pineapple,0.00324,medium
25,corn,71,pizza,0.00647,medium
25,corn,72,popcorn,0.0,low
25,corn,73,pork,0.18447,high
25,corn,74,potato,0.32039,high
25,corn,75,pudding,0.0,low
25,corn,76,pumpkin,0.00647,medium
25,corn,77,rape,0.00647,medium
25,corn,78,raspberry,0.0,low
25,corn,79,red beans,0.00647,medium
25,corn,80,rice,0.11327,high
25,corn,81,salad,0.0,low
25,corn,82,sauce,0.13916,high
25,corn,83,sausage,0.03236,medium
25,corn,84,seaweed,0.0,low
25,corn,85,shellfish,0.0,low
25,corn,86,shiitake,0.00647,medium
25,corn,87,shrimp,0.02913,medium
25,corn,88,snow peas,0.00324,medium
25,corn,89,soup,0.00324,medium
25,corn,90,soy,0.00971,medium
25,corn,91,spring onion,0.01942,medium
25,corn,92,steak,0.24919,high
25,corn,93,strawberry,0.00324,medium
25,corn,94,tea,0.0,low
25,corn,95,tofu,0.00324,medium
25,corn,96,tomato,0.09061,high
25,corn,97,walnut,0.0,low
25,corn,98,watermelon,0.0,low
25,corn,99,white button mushroom,0.01294,medium
25,corn,100,white radish,0.0,low
25,corn,101,wine,0.0,low
25,corn,102,wonton dumplings,0.0,low
26,crab,0,almond,0.0,low
26,crab,1,apple,0.0,low
26,crab,2,apricot,0.0,low
26,crab,3,asparagus,0.14286,high
26,crab,4,avocado,0.0,low
26,crab,5,bamboo shoots,0.0,low
26,crab,6,banana,0.0,low
26,crab,7,bean sprouts,0.0,low
26,crab,8,biscuit,0.14286,high
26,crab,9,blueberry,0.0,low
26,crab,10,bread,0.14286,high
26,crab,11,broccoli,0.28571,high
26,crab,12,cabbage,0.0,low
26,crab,13,cake,0.0,low
26,crab,14,candy,0.0,low
26,crab,15,carrot,0.0,low
26,crab,16,cashew,0.0,low
26,crab,17,cauliflower,0.0,low
26,crab,18,celery stick,0.0,low
26,crab,19,cheese butter,0.14286,high
26,crab,20,cherry,0.0,low
26,crab,21,chicken duck,0.0,low
26,crab,22,chocolate,0.0,low
26,crab,23,cilantro mint,0.0,low
26,crab,24,coffee,0.0,low
26,crab,25,corn,0.28571,high
26,crab,27,cucumber,0.0,low
26,crab,28,date,0.0,low
26,crab,29,dried cranberries,0.0,low
26,crab,30,egg,0.0,low
26,crab,31,egg tart,0.0,low
26,crab,32,eggplant,0.0,low
26,crab,33,enoki mushroom,0.0,low
26,crab,34,fig,0.0,low
26,crab,35,fish,0.28571,high
26,crab,36,french beans,0.0,low
26,crab,37,french fries,0.0,low
26,crab,38,fried meat,0.0,low
26,crab,39,garlic,0.0,low
26,crab,40,ginger,0.0,low
26,crab,41,grape,0.0,low
26,crab,42,green beans,0.0,low
26,crab,43,hamburg,0.0,low
26,crab,44,hanamaki baozi,0.0,low
26,crab,45,ice cream,0.28571,high
26,crab,46,juice,0.0,low
26,crab,47,kelp,0.0,low
26,crab,48,king oyster mushroom,0.0,low
26,crab,49,kiwi,0.0,low
26,crab,50,lamb,0.0,low
26,crab,51,lemon,0.42857,high
26,crab,52,lettuce,0.28571,high
26,crab,53,mango,0.0,low
26,crab,54,melon,0.0,low
26,crab,55,milk,0.0,low
26,crab,56,milkshake,0.0,low
26,crab,57,noodles,0.0,low
26,crab,58,okra,0.0,low
26,crab,59,olives,0.0,low
26,crab,60,onion,0.14286,high
26,crab,61,orange,0.0,low
26,crab,62,other ingredients,0.0,low
26,crab,63,oyster mushroom,0.0,low
26,crab,64,pasta,0.0,low
26,crab,65,peach,0.0,low
26,crab,66,peanut,0.0,low
26,crab,67,pear,0.0,low
26,crab,68,pepper,0.0,low
26,crab,69,pie,0.0,low
26,crab,70,pineapple,0.0,low
26,crab,71,pizza,0.0,low
26,crab,72,popcorn,0.0,low
26,crab,73,pork,0.0,low
26,crab,74,potato,0.28571,high
26,crab,75,pudding,0.0,low
26,crab,76,pumpkin,0.0,low
26,crab,77,rape,0.0,low
26,crab,78,raspberry,0.0,low
26,crab,79,red beans,0.0,low
26,crab,80,rice,0.14286,high
26,crab,81,salad,0.0,low
26,crab,82,sauce,0.28571,high
26,crab,83,sausage,0.0,low
26,crab,84,seaweed,0.0,low
26,crab,85,shellfish,0.0,low
26,crab,86,shiitake,0.0,low
26,crab,87,shrimp,0.28571,high
26,crab,88,snow peas,0.0,low
26,crab,89,soup,0.0,low
26,crab,90,soy,0.0,low
26,crab,91,spring onion,0.0,low
26,crab,92,steak,0.0,low
26,crab,93,strawberry,0.0,low
26,crab,94,tea,0.0,low
26,crab,95,tofu,0.0,low
26,crab,96,tomato,0.28571,high
26,crab,97,walnut,0.0,low
26,crab,98,watermelon,0.0,low
26,crab,99,white button mushroom,0.0,low
26,crab,100,white radish,0.0,low
26,crab,101,wine,0.0,low
26,crab,102,wonton dumplings,0.0,low
27,cucumber,0,almond,0.00306,medium
27,cucumber,1,apple,0.00917,medium
27,cucumber,2,apricot,0.0,low
27,cucumber,3,asparagus,0.03058,medium
27,cucumber,4,avocado,0.01223,medium
27,cucumber,5,bamboo shoots,0.0,low
27,cucumber,6,banana,0.00612,medium
27,cucumber,7,bean sprouts,0.00917,medium
27,cucumber,8,biscuit,0.03058,medium
27,cucumber,9,blueberry,0.00306,medium
27,cucumber,10,bread,0.23547,high
27,cucumber,11,broccoli,0.10703,high
27,cucumber,12,cabbage,0.02446,medium
27,cucumber,13,cake,0.00306,medium
27,cucumber,14,candy,0.0,low
27,cucumber,15,carrot,0.27829,high
27,cucumber,16,cashew,0.0,low
27,cucumber,17,cauliflower,0.06116,high
27,cucumber,18,celery stick,0.11315,high
27,cucumber,19,cheese butter,0.09174,high
27,cucumber,20,cherry,0.00612,medium
27,cucumber,21,chicken duck,0.12844,high
27,cucumber,22,chocolate,0.0,low
27,cucumber,23,cilantro mint,0.1682,high
27,cucumber,24,coffee,0.00917,medium
27,cucumber,25,corn,0.02446,medium
27,cucumber,26,crab,0.0,low
27,cucumber,28,date,0.0,low
27,cucumber,29,dried cranberries,0.0,low
27,cucumber,30,egg,0.07339,high
27,cucumber,31,egg tart,0.0,low
27,cucumber,32,eggplant,0.0,low
27,cucumber,33,enoki mushroom,0.0,low
27,cucumber,34,fig,0.0,low
27,cucumber,35,fish,0.07034,high
27,cucumber,36,french beans,0.03976,medium
27,cucumber,37,french fries,0.0581,high
27,cucumber,38,fried meat,0.04587,medium
27,cucumber,39,garlic,0.01223,medium
27,cucumber,40,ginger,0.0,low
27,cucumber,41,grape,0.00917,medium
27,cucumber,42,green beans,0.00612,medium
27,cucumber,43,hamburg,0.00612,medium
27,cucumber,44,hanamaki baozi,0.00612,medium
27,cucumber,45,ice cream,0.14373,high
27,cucumber,46,juice,0.01835,medium
27,cucumber,47,kelp,0.0,low
27,cucumber,48,king oyster mushroom,0.00306,medium
27,cucumber,49,kiwi,0.00306,medium
27,cucumber,50,lamb,0.00612,medium
27,cucumber,51,lemon,0.06422,high
27,cucumber,52,lettuce,0.17737,high
27,cucumber,53,mango,0.0,low
27,cucumber,54,melon,0.0,low
27,cucumber,55,milk,0.00917,medium
27,cucumber,56,milkshake,0.00306,medium
27,cucumber,57,noodles,0.01835,medium
27,cucumber,58,okra,0.0,low
27,cucumber,59,olives,0.04893,medium
27,cucumber,60,onion,0.14985,high
27,cucumber,61,orange,0.01835,medium
27,cucumber,62,other ingredients,0.04587,medium
27,cucumber,63,oyster mushroom,0.0,low
27,cucumber,64,pasta,0.01223,medium
27,cucumber,65,peach,0.00306,medium
27,cucumber,66,peanut,0.00306,medium
27,cucumber,67,pear,0.0,low
27,cucumber,68,pepper,0.18349,high
27,cucumber,69,pie,0.10092,high
27,cucumber,70,pineapple,0.00612,medium
27,cucumber,71,pizza,0.00917,medium
27,cucumber,72,popcorn,0.0,low
27,cucumber,73,pork,0.07645,high
27,cucumber,74,potato,0.0948,high
27,cucumber,75,pudding,0.0,low
27,cucumber,76,pumpkin,0.01223,medium
27,cucumber,77,rape,0.01223,medium
27,cucumber,78,raspberry,0.0,low
27,cucumber,79,red beans,0.0,low
27,cucumber,80,rice,0.10092,high
27,cucumber,81,salad,0.0,low
27,cucumber,82,sauce,0.25688,high
27,cucumber,83,sausage,0.0367,medium
27,cucumber,84,seaweed,0.0,low
27,cucumber,85,shellfish,0.0,low
27,cucumber,86,shiitake,0.01835,medium
27,cucumber,87,shrimp,0.00917,medium
27,cucumber,88,snow peas,0.01835,medium
27,cucumber,89,soup,0.00612,medium
27,cucumber,90,soy,0.00306,medium
27,cucumber,91,spring onion,0.03976,medium
27,cucumber,92,steak,0.1682,high
27,cucumber,93,strawberry,0.0,low
27,cucumber,94,tea,0.0,low
27,cucumber,95,tofu,0.00306,medium
27,cucumber,96,tomato,0.34557,high
27,cucumber,97,walnut,0.0,low
27,cucumber,98,watermelon,0.0,low
27,cucumber,99,white button mushroom,0.03364,medium
27,cucumber,100,white radish,0.01835,medium
27,cucumber,101,wine,0.00306,medium
27,cucumber,102,wonton dumplings,0.0,low
28,date,0,almond,0.0,low
28,date,1,apple,0.0,low
28,date,2,apricot,0.0,low
28,date,3,asparagus,0.0,low
28,date,4,avocado,0.0,low
28,date,5,bamboo shoots,0.0,low
28,date,6,banana,0.0,low
28,date,7,bean sprouts,0.0,low
28,date,8,biscuit,0.33333,high
28,date,9,blueberry,0.0,low
28,date,10,bread,0.0,low
28,date,11,broccoli,0.0,low
28,date,12,cabbage,0.0,low
28,date,13,cake,0.33333,high
28,date,14,candy,0.0,low
28,date,15,carrot,0.0,low
28,date,16,cashew,0.0,low
28,date,17,cauliflower,0.0,low
28,date,18,celery stick,0.0,low
28,date,19,cheese butter,0.0,low
28,date,20,cherry,0.0,low
28,date,21,chicken duck,0.33333,high
28,date,22,chocolate,0.0,low
28,date,23,cilantro mint,0.33333,high
28,date,24,coffee,0.0,low
28,date,25,corn,0.0,low
28,date,26,crab,0.0,low
28,date,27,cucumber,0.0,low
28,date,29,dried cranberries,0.0,low
28,date,30,egg,0.33333,high
28,date,31,egg tart,0.0,low
28,date,32,eggplant,0.0,low
28,date,33,enoki mushroom,0.0,low
28,date,34,fig,0.0,low
28,date,35,fish,0.0,low
28,date,36,french beans,0.0,low
28,date,37,french fries,0.0,low
28,date,38,fried meat,0.0,low
28,date,39,garlic,0.0,low
28,date,40,ginger,0.0,low
28,date,41,grape,0.0,low
28,date,42,green beans,0.0,low
28,date,43,hamburg,0.0,low
28,date,44,hanamaki baozi,0.0,low
28,date,45,ice cream,0.0,low
28,date,46,juice,0.0,low
28,date,47,kelp,0.0,low
28,date,48,king oyster mushroom,0.0,low
28,date,49,kiwi,0.0,low
28,date,50,lamb,0.0,low
28,date,51,lemon,0.0,low
28,date,52,lettuce,0.33333,high
28,date,53,mango,0.0,low
28,date,54,melon,0.0,low
28,date,55,milk,0.0,low
28,date,56,milkshake,0.0,low
28,date,57,noodles,0.0,low
28,date,58,okra,0.0,low
28,date,59,olives,0.0,low
28,date,60,onion,0.0,low
28,date,61,orange,0.0,low
28,date,62,other ingredients,0.0,low
28,date,63,oyster mushroom,0.0,low
28,date,64,pasta,0.0,low
28,date,65,peach,0.0,low
28,date,66,peanut,0.0,low
28,date,67,pear,0.0,low
28,date,68,pepper,0.0,low
28,date,69,pie,0.33333,high
28,date,70,pineapple,0.0,low
28,date,71,pizza,0.0,low
28,date,72,popcorn,0.0,low
28,date,73,pork,0.0,low
28,date,74,potato,0.0,low
28,date,75,pudding,0.0,low
28,date,76,pumpkin,0.0,low
28,date,77,rape,0.0,low
28,date,78,raspberry,0.0,low
28,date,79,red beans,0.33333,high
28,date,80,rice,0.0,low
28,date,81,salad,0.0,low
28,date,82,sauce,0.33333,high
28,date,83,sausage,0.0,low
28,date,84,seaweed,0.0,low
28,date,85,shellfish,0.0,low
28,date,86,shiitake,0.0,low
28,date,87,shrimp,0.0,low
28,date,88,snow peas,0.0,low
28,date,89,soup,0.33333,high
28,date,90,soy,0.0,low
28,date,91,spring onion,0.0,low
28,date,92,steak,0.0,low
28,date,93,strawberry,0.33333,high
28,date,94,tea,0.0,low
28,date,95,tofu,0.0,low
28,date,96,tomato,0.33333,high
28,date,97,walnut,0.0,low
28,date,98,watermelon,0.0,low
28,date,99,white button mushroom,0.0,low
28,date,100,white radish,0.33333,high
28,date,101,wine,0.0,low
28,date,102,wonton dumplings,0.0,low
29,dried cranberries,0,almond,0.16667,high
29,dried cranberries,1,apple,0.0,low
29,dried cranberries,2,apricot,0.0,low
29,dried cranberries,3,asparagus,0.0,low
29,dried cranberries,4,avocado,0.0,low
29,dried cranberries,5,bamboo shoots,0.0,low
29,dried cranberries,6,banana,0.0,low
29,dried cranberries,7,bean sprouts,0.0,low
29,dried cranberries,8,biscuit,0.16667,high
29,dried cranberries,9,blueberry,0.0,low
29,dried cranberries,10,bread,0.16667,high
29,dried cranberries,11,broccoli,0.0,low
29,dried cranberries,12,cabbage,0.0,low
29,dried cranberries,13,cake,0.0,low
29,dried cranberries,14,candy,0.0,low
29,dried cranberries,15,carrot,0.16667,high
29,dried cranberries,16,cashew,0.0,low
29,dried cranberries,17,cauliflower,0.0,low
29,dried cranberries,18,celery stick,0.0,low
29,dried cranberries,19,cheese butter,0.0,low
29,dried cranberries,20,cherry,0.16667,high
29,dried cranberries,21,chicken duck,0.16667,high
29,dried cranberries,22,chocolate,0.0,low
29,dried cranberries,23,cilantro mint,0.0,low
29,dried cranberries,24,coffee,0.0,low
29,dried cranberries,25,corn,0.0,low
29,dried cranberries,26,crab,0.0,low
29,dried cranberries,27,cucumber,0.0,low
29,dried cranberries,28,date,0.0,low
29,dried cranberries,30,egg,0.0,low
29,dried cranberries,31,egg tart,0.0,low
29,dried cranberries,32,eggplant,0.0,low
29,dried cranberries,33,enoki mushroom,0.0,low
29,dried cranberries,34,fig,0.0,low
29,dried cranberries,35,fish,0.0,low
29,dried cranberries,36,french beans,0.16667,high
29,dried cranberries,37,french fries,0.0,low
29,dried cranberries,38,fried meat,0.0,low
29,dried cranberries,39,garlic,0.0,low
29,dried cranberries,40,ginger,0.0,low
29,dried cranberries,41,grape,0.0,low
29,dried cranberries,42,green beans,0.0,low
29,dried cranberries,43,hamburg,0.0,low
29,dried cranberries,44,hanamaki baozi,0.0,low
29,dried cranberries,45,ice cream,0.0,low
29,dried cranberries,46,juice,0.0,low
29,dried cranberries,47,kelp,0.0,low
29,dried cranberries,48,king oyster mushroom,0.0,low
29,dried cranberries,49,kiwi,0.0,low
29,dried cranberries,50,lamb,0.16667,high
29,dried cranberries,51,lemon,0.16667,high
29,dried cranberries,52,lettuce,0.0,low
29,dried cranberries,53,mango,0.0,low
29,dried cranberries,54,melon,0.0,low
29,dried cranberries,55,milk,0.0,low
29,dried cranberries,56,milkshake,0.0,low
29,dried cranberries,57,noodles,0.0,low
29,dried cranberries,58,okra,0.0,low
29,dried cranberries,59,olives,0.0,low
29,dried cranberries,60,onion,0.0,low
29,dried cranberries,61,orange,0.16667,high
29,dried cranberries,62,other ingredients,0.0,low
29,dried cranberries,63,oyster mushroom,0.0,low
29,dried cranberries,64,pasta,0.0,low
29,dried cranberries,65,peach,0.0,low
29,dried cranberries,66,peanut,0.0,low
29,dried cranberries,67,pear,0.0,low
29,dried cranberries,68,pepper,0.0,low
29,dried cranberries,69,pie,0.16667,high
29,dried cranberries,70,pineapple,0.0,low
29,dried cranberries,71,pizza,0.0,low
29,dried cranberries,72,popcorn,0.0,low
29,dried cranberries,73,pork,0.0,low
29,dried cranberries,74,potato,0.0,low
29,dried cranberries,75,pudding,0.0,low
29,dried cranberries,76,pumpkin,0.0,low
29,dried cranberries,77,rape,0.0,low
29,dried cranberries,78,raspberry,0.0,low
29,dried cranberries,79,red beans,0.0,low
29,dried cranberries,80,rice,0.33333,high
29,dried cranberries,81,salad,0.0,low
29,dried cranberries,82,sauce,0.16667,high
29,dried cranberries,83,sausage,0.0,low
29,dried cranberries,84,seaweed,0.0,low
29,dried cranberries,85,shellfish,0.0,low
29,dried cranberries,86,shiitake,0.0,low
29,dried cranberries,87,shrimp,0.16667,high
29,dried cranberries,88,snow peas,0.0,low
29,dried cranberries,89,soup,0.0,low
29,dried cranberries,90,soy,0.0,low
29,dried cranberries,91,spring onion,0.0,low
29,dried cranberries,92,steak,0.0,low
29,dried cranberries,93,strawberry,0.16667,high
29,dried cranberries,94,tea,0.0,low
29,dried cranberries,95,tofu,0.0,low
29,dried cranberries,96,tomato,0.0,low
29,dried cranberries,97,walnut,0.0,low
29,dried cranberries,98,watermelon,0.0,low
29,dried cranberries,99,white button mushroom,0.0,low
29,dried cranberries,100,white radish,0.0,low
29,dried cranberries,101,wine,0.0,low
29,dried cranberries,102,wonton dumplings,0.0,low
30,egg,0,almond,0.0,low
30,egg,1,apple,0.01058,medium
30,egg,2,apricot,0.00529,medium
30,egg,3,asparagus,0.01587,medium
30,egg,4,avocado,0.03704,medium
30,egg,5,bamboo shoots,0.0,low
30,egg,6,banana,0.02116,medium
30,egg,7,bean sprouts,0.01058,medium
30,egg,8,biscuit,0.02116,medium
30,egg,9,blueberry,0.01587,medium
30,egg,10,bread,0.33333,high
30,egg,11,broccoli,0.05291,high
30,egg,12,cabbage,0.01058,medium
30,egg,13,cake,0.01058,medium
30,egg,14,candy,0.00529,medium
30,egg,15,carrot,0.10582,high
30,egg,16,cashew,0.0,low
30,egg,17,cauliflower,0.02116,medium
30,egg,18,celery stick,0.02646,medium
30,egg,19,cheese butter,0.07407,high
30,egg,20,cherry,0.01058,medium
30,egg,21,chicken duck,0.07937,high
30,egg,22,chocolate,0.00529,medium
30,egg,23,cilantro mint,0.15873,high
30,egg,24,coffee,0.02646,medium
30,egg,25,corn,0.03704,medium
30,egg,26,crab,0.0,low
30,egg,27,cucumber,0.12698,high
30,egg,28,date,0.00529,medium
30,egg,29,dried cranberries,0.0,low
30,egg,31,egg tart,0.0,low
30,egg,32,eggplant,0.00529,medium
30,egg,33,enoki mushroom,0.0,low
30,egg,34,fig,0.0,low
30,egg,35,fish,0.02116,medium
30,egg,36,french beans,0.02646,medium
30,egg,37,french fries,0.01058,medium
30,egg,38,fried meat,0.10582,high
30,egg,39,garlic,0.01058,medium
30,egg,40,ginger,0.0,low
30,egg,41,grape,0.02646,medium
30,egg,42,green beans,0.02116,medium
30,egg,43,hamburg,0.0,low
30,egg,44,hanamaki baozi,0.01587,medium
30,egg,45,ice cream,0.05291,high
30,egg,46,juice,0.02646,medium
30,egg,47,kelp,0.0,low
30,egg,48,king oyster mushroom,0.0,low
30,egg,49,kiwi,0.0,low
30,egg,50,lamb,0.0,low
30,egg,51,lemon,0.02646,medium
30,egg,52,lettuce,0.09524,high
30,egg,53,mango,0.0,low
30,egg,54,melon,0.0,low
30,egg,55,milk,0.01058,medium
30,egg,56,milkshake,0.0,low
30,egg,57,noodles,0.03175,medium
30,egg,58,okra,0.0,low
30,egg,59,olives,0.01058,medium
30,egg,60,onion,0.0582,high
30,egg,61,orange,0.0582,high
30,egg,62,other ingredients,0.01587,medium
30,egg,63,oyster mushroom,0.0,low
30,egg,64,pasta,0.01058,medium
30,egg,65,peach,0.00529,medium
30,egg,66,peanut,0.0,low
30,egg,67,pear,0.0,low
30,egg,68,pepper,0.06878,high
30,egg,69,pie,0.13228,high
30,egg,70,pineapple,0.0,low
30,egg,71,pizza,0.0,low
30,egg,72,popcorn,0.0,low
30,egg,73,pork,0.10053,high
30,egg,74,potato,0.06878,high
30,egg,75,pudding,0.0,low
30,egg,76,pumpkin,0.00529,medium
30,egg,77,rape,0.02646,medium
30,egg,78,raspberry,0.01058,medium
30,egg,79,red beans,0.02116,medium
30,egg,80,rice,0.0582,high
30,egg,81,salad,0.01058,medium
30,egg,82,sauce,0.17989,high
30,egg,83,sausage,0.14286,high
30,egg,84,seaweed,0.0,low
30,egg,85,shellfish,0.0,low
30,egg,86,shiitake,0.02116,medium
30,egg,87,shrimp,0.01058,medium
30,egg,88,snow peas,0.0,low
30,egg,89,soup,0.01587,medium
30,egg,90,soy,0.00529,medium
30,egg,91,spring onion,0.04233,medium
30,egg,92,steak,0.1164,high
30,egg,93,strawberry,0.02646,medium
30,egg,94,tea,0.00529,medium
30,egg,95,tofu,0.0,low
30,egg,96,tomato,0.22222,high
30,egg,97,walnut,0.0,low
30,egg,98,watermelon,0.0,low
30,egg,99,white button mushroom,0.02646,medium
30,egg,100,white radish,0.00529,medium
30,egg,101,wine,0.01587,medium
30,egg,102,wonton dumplings,0.0,low
31,egg tart,0,almond,0.0,low
31,egg tart,1,apple,0.33333,high
31,egg tart,2,apricot,0.0,low
31,egg tart,3,asparagus,0.0,low
31,egg tart,4,avocado,0.0,low
31,egg tart,5,bamboo shoots,0.0,low
31,egg tart,6,banana,0.0,low
31,egg tart,7,bean sprouts,0.0,low
31,egg tart,8,biscuit,0.33333,high
31,egg tart,9,blueberry,0.0,low
31,egg tart,10,bread,0.33333,high
31,egg tart,11,broccoli,0.0,low
31,egg tart,12,cabbage,0.0,low
31,egg tart,13,cake,0.0,low
31,egg tart,14,candy,0.0,low
31,egg tart,15,carrot,0.0,low
31,egg tart,16,cashew,0.0,low
31,egg tart,17,cauliflower,0.0,low
31,egg tart,18,celery stick,0.0,low
31,egg tart,19,cheese butter,0.0,low
31,egg tart,20,cherry,0.0,low
31,egg tart,21,chicken duck,0.0,low
31,egg tart,22,chocolate,0.0,low
31,egg tart,23,cilantro mint,0.0,low
31,egg tart,24,coffee,0.0,low
31,egg tart,25,corn,0.0,low
31,egg tart,26,crab,0.0,low
31,egg tart,27,cucumber,0.0,low
31,egg tart,28,date,0.0,low
31,egg tart,29,dried cranberries,0.0,low
31,egg tart,30,egg,0.0,low
31,egg tart,32,eggplant,0.0,low
31,egg tart,33,enoki mushroom,0.0,low
31,egg tart,34,fig,0.0,low
31,egg tart,35,fish,0.0,low
31,egg tart,36,french beans,0.0,low
31,egg tart,37,french fries,0.0,low
31,egg tart,38,fried meat,0.0,low
31,egg tart,39,garlic,0.0,low
31,egg tart,40,ginger,0.0,low
31,egg tart,41,grape,0.0,low
31,egg tart,42,green beans,0.0,low
31,egg tart,43,hamburg,0.0,low
31,egg tart,44,hanamaki baozi,0.0,low
31,egg tart,45,ice cream,0.0,low
31,egg tart,46,juice,0.0,low
31,egg tart,47,kelp,0.0,low
31,egg tart,48,king oyster mushroom,0.0,low
31,egg tart,49,kiwi,0.0,low
31,egg tart,50,lamb,0.0,low
31,egg tart,51,lemon,0.0,low
31,egg tart,52,lettuce,0.0,low
31,egg tart,53,mango,0.0,low
31,egg tart,54,melon,0.0,low
31,egg tart,55,milk,0.33333,high
31,egg tart,56,milkshake,0.0,low
31,egg tart,57,noodles,0.0,low
31,egg tart,58,okra,0.0,low
31,egg tart,59,olives,0.0,low
31,egg tart,60,onion,0.0,low
31,egg tart,61,orange,0.0,low
31,egg tart,62,other ingredients,0.0,low
31,egg tart,63,oyster mushroom,0.0,low
31,egg tart,64,pasta,0.0,low
31,egg tart,65,peach,0.0,low
31,egg tart,66,peanut,0.0,low
31,egg tart,67,pear,0.0,low
31,egg tart,68,pepper,0.0,low
31,egg tart,69,pie,0.0,low
31,egg tart,70,pineapple,0.0,low
