patch_id,source_stem,class_id,class_name,class_group,patch_image_path,patch_mask_path,area_pixels,area_ratio,quality_score
758_c78_comp1,758,78,raspberry,tail,758_c78_comp1_img.png,758_c78_comp1_mask.png,83034,0.013826,0.013826
758_c78_comp2,758,78,raspberry,tail,758_c78_comp2_img.png,758_c78_comp2_mask.png,90325,0.01504,0.01504
760_c97_comp1,760,97,walnut,tail,760_c97_comp1_img.png,760_c97_comp1_mask.png,920,0.004218,0.004218
760_c97_comp2,760,97,walnut,tail,760_c97_comp2_img.png,760_c97_comp2_mask.png,1501,0.006882,0.006882
760_c97_comp3,760,97,walnut,tail,760_c97_comp3_img.png,760_c97_comp3_mask.png,1493,0.006845,0.006845
766_c100_comp1,766,100,white radish,tail,766_c100_comp1_img.png,766_c100_comp1_mask.png,67467,0.065886,0.065886
772_c100_comp1,772,100,white radish,tail,772_c100_comp1_img.png,772_c100_comp1_mask.png,51898,0.00876,0.00876
772_c100_comp2,772,100,white radish,tail,772_c100_comp2_img.png,772_c100_comp2_mask.png,140726,0.023754,0.023754
772_c100_comp3,772,100,white radish,tail,772_c100_comp3_img.png,772_c100_comp3_mask.png,58557,0.009884,0.009884
781_c76_comp1,781,76,pumpkin,tail,781_c76_comp1_img.png,781_c76_comp1_mask.png,22673,0.115321,0.115321
784_c77_comp1,784,77,rape,tail,784_c77_comp1_img.png,784_c77_comp1_mask.png,63270,0.321808,0.321808
787_c44_comp1,787,44,hanamaki baozi,tail,787_c44_comp1_img.png,787_c44_comp1_mask.png,198007,0.264009,0.264009
789_c97_comp1,789,97,walnut,tail,789_c97_comp1_img.png,789_c97_comp1_mask.png,9100,0.031289,0.031289
792_c49_comp1,792,49,kiwi,tail,792_c49_comp1_img.png,792_c49_comp1_mask.png,53014,0.244782,0.244782
802_c40_comp1,802,40,ginger,tail,802_c40_comp1_img.png,802_c40_comp1_mask.png,10289,0.039249,0.039249
804_c78_comp1,804,78,raspberry,tail,804_c78_comp1_img.png,804_c78_comp1_mask.png,6982,0.077578,0.077578
812_c95_comp1,812,95,tofu,extreme_tail,812_c95_comp1_img.png,812_c95_comp1_mask.png,786,0.011993,0.011993
812_c95_comp2,812,95,tofu,extreme_tail,812_c95_comp2_img.png,812_c95_comp2_mask.png,2262,0.034515,0.034515
813_c94_comp1,813,94,tea,tail,813_c94_comp1_img.png,813_c94_comp1_mask.png,38197,0.007612,0.007612
817_c4_comp1,817,4,avocado,tail,817_c4_comp1_img.png,817_c4_comp1_mask.png,7018,0.005265,0.005265
817_c4_comp2,817,4,avocado,tail,817_c4_comp2_img.png,817_c4_comp2_mask.png,1682,0.001262,0.001262
817_c4_comp3,817,4,avocado,tail,817_c4_comp3_img.png,817_c4_comp3_mask.png,5813,0.004361,0.004361
817_c4_comp4,817,4,avocado,tail,817_c4_comp4_img.png,817_c4_comp4_mask.png,4476,0.003358,0.003358
821_c22_comp1,821,22,chocolate,tail,821_c22_comp1_img.png,821_c22_comp1_mask.png,8352,0.04248,0.04248
821_c22_comp2,821,22,chocolate,tail,821_c22_comp2_img.png,821_c22_comp2_mask.png,2328,0.011841,0.011841
821_c22_comp3,821,22,chocolate,tail,821_c22_comp3_img.png,821_c22_comp3_mask.png,388,0.001973,0.001973
821_c22_comp4,821,22,chocolate,tail,821_c22_comp4_img.png,821_c22_comp4_mask.png,528,0.002686,0.002686
821_c22_comp5,821,22,chocolate,tail,821_c22_comp5_img.png,821_c22_comp5_mask.png,418,0.002126,0.002126
822_c55_comp1,822,55,milk,tail,822_c55_comp1_img.png,822_c55_comp1_mask.png,156842,0.041846,0.041846
830_c77_comp1,830,77,rape,tail,830_c77_comp1_img.png,830_c77_comp1_mask.png,17829,0.095666,0.095666
832_c22_comp1,832,22,chocolate,tail,832_c22_comp1_img.png,832_c22_comp1_mask.png,2876,0.043884,0.043884
838_c88_comp1,838,88,snow peas,tail,838_c88_comp1_img.png,838_c88_comp1_mask.png,1000,0.003639,0.003639
838_c88_comp2,838,88,snow peas,tail,838_c88_comp2_img.png,838_c88_comp2_mask.png,9203,0.033493,0.033493
838_c100_comp1,838,100,white radish,tail,838_c100_comp1_img.png,838_c100_comp1_mask.png,4600,0.016741,0.016741
838_c100_comp2,838,100,white radish,tail,838_c100_comp2_img.png,838_c100_comp2_mask.png,1327,0.004829,0.004829
841_c77_comp1,841,77,rape,tail,841_c77_comp1_img.png,841_c77_comp1_mask.png,5267,0.030167,0.030167
849_c98_comp1,849,98,watermelon,extreme_tail,849_c98_comp1_img.png,849_c98_comp1_mask.png,1571,0.014036,0.014036
849_c98_comp2,849,98,watermelon,extreme_tail,849_c98_comp2_img.png,849_c98_comp2_mask.png,12875,0.115027,0.115027
849_c98_comp3,849,98,watermelon,extreme_tail,849_c98_comp3_img.png,849_c98_comp3_mask.png,972,0.008684,0.008684
851_c78_comp1,851,78,raspberry,tail,851_c78_comp1_img.png,851_c78_comp1_mask.png,5508,0.022,0.022
851_c78_comp2,851,78,raspberry,tail,851_c78_comp2_img.png,851_c78_comp2_mask.png,3941,0.015741,0.015741
851_c78_comp3,851,78,raspberry,tail,851_c78_comp3_img.png,851_c78_comp3_mask.png,2793,0.011156,0.011156
851_c78_comp4,851,78,raspberry,tail,851_c78_comp4_img.png,851_c78_comp4_mask.png,11937,0.047678,0.047678
851_c78_comp5,851,78,raspberry,tail,851_c78_comp5_img.png,851_c78_comp5_mask.png,7955,0.031773,0.031773
854_c0_comp1,854,0,almond,tail,854_c0_comp1_img.png,854_c0_comp1_mask.png,2059,0.007493,0.007493
854_c0_comp2,854,0,almond,tail,854_c0_comp2_img.png,854_c0_comp2_mask.png,6234,0.022688,0.022688
854_c0_comp3,854,0,almond,tail,854_c0_comp3_img.png,854_c0_comp3_mask.png,4196,0.015271,0.015271
854_c0_comp4,854,0,almond,tail,854_c0_comp4_img.png,854_c0_comp4_mask.png,4362,0.015875,0.015875
856_c55_comp1,856,55,milk,tail,856_c55_comp1_img.png,856_c55_comp1_mask.png,4316,0.029168,0.029168
857_c49_comp1,857,49,kiwi,tail,857_c49_comp1_img.png,857_c49_comp1_mask.png,27464,0.139689,0.139689
857_c49_comp2,857,49,kiwi,tail,857_c49_comp2_img.png,857_c49_comp2_mask.png,7075,0.035985,0.035985
857_c49_comp3,857,49,kiwi,tail,857_c49_comp3_img.png,857_c49_comp3_mask.png,2492,0.012675,0.012675
857_c49_comp4,857,49,kiwi,tail,857_c49_comp4_img.png,857_c49_comp4_mask.png,7259,0.036921,0.036921
857_c49_comp5,857,49,kiwi,tail,857_c49_comp5_img.png,857_c49_comp5_mask.png,4541,0.023097,0.023097
857_c49_comp6,857,49,kiwi,tail,857_c49_comp6_img.png,857_c49_comp6_mask.png,7395,0.037613,0.037613
867_c88_comp1,867,88,snow peas,tail,867_c88_comp1_img.png,867_c88_comp1_mask.png,19726,0.100332,0.100332
870_c59_comp1,870,59,olives,tail,870_c59_comp1_img.png,870_c59_comp1_mask.png,89495,0.017678,0.017678
877_c32_comp1,877,32,eggplant,tail,877_c32_comp1_img.png,877_c32_comp1_mask.png,5466,0.031399,0.031399
879_c97_comp1,879,97,walnut,tail,879_c97_comp1_img.png,879_c97_comp1_mask.png,2655,0.010434,0.010434
879_c97_comp2,879,97,walnut,tail,879_c97_comp2_img.png,879_c97_comp2_mask.png,5052,0.019853,0.019853
889_c88_comp1,889,88,snow peas,tail,889_c88_comp1_img.png,889_c88_comp1_mask.png,30660,0.003837,0.003837
889_c88_comp2,889,88,snow peas,tail,889_c88_comp2_img.png,889_c88_comp2_mask.png,91733,0.011481,0.011481
889_c88_comp3,889,88,snow peas,tail,889_c88_comp3_img.png,889_c88_comp3_mask.png,45131,0.005648,0.005648
889_c88_comp4,889,88,snow peas,tail,889_c88_comp4_img.png,889_c88_comp4_mask.png,130291,0.016306,0.016306
889_c88_comp5,889,88,snow peas,tail,889_c88_comp5_img.png,889_c88_comp5_mask.png,536555,0.067151,0.067151
891_c76_comp1,891,76,pumpkin,tail,891_c76_comp1_img.png,891_c76_comp1_mask.png,1059236,0.176754,0.176754
894_c77_comp1,894,77,rape,tail,894_c77_comp1_img.png,894_c77_comp1_mask.png,7412,0.126054,0.126054
910_c39_comp1,910,39,garlic,tail,910_c39_comp1_img.png,910_c39_comp1_mask.png,2095,0.008167,0.008167
921_c88_comp1,921,88,snow peas,tail,921_c88_comp1_img.png,921_c88_comp1_mask.png,14024,0.081037,0.081037
936_c55_comp1,936,55,milk,tail,936_c55_comp1_img.png,936_c55_comp1_mask.png,25785,0.131149,0.131149
944_c59_comp1,944,59,olives,tail,944_c59_comp1_img.png,944_c59_comp1_mask.png,2978,0.015147,0.015147
947_c78_comp1,947,78,raspberry,tail,947_c78_comp1_img.png,947_c78_comp1_mask.png,3283,0.01953,0.01953
947_c78_comp2,947,78,raspberry,tail,947_c78_comp2_img.png,947_c78_comp2_mask.png,8260,0.049137,0.049137
951_c22_comp1,951,22,chocolate,tail,951_c22_comp1_img.png,951_c22_comp1_mask.png,3489,0.017428,0.017428
952_c76_comp1,952,76,pumpkin,tail,952_c76_comp1_img.png,952_c76_comp1_mask.png,13256,0.067424,0.067424
952_c76_comp2,952,76,pumpkin,tail,952_c76_comp2_img.png,952_c76_comp2_mask.png,1977,0.010056,0.010056
953_c70_comp1,953,70,pineapple,tail,953_c70_comp1_img.png,953_c70_comp1_mask.png,49707,0.252823,0.252823
965_c26_comp1,965,26,crab,extreme_tail,965_c26_comp1_img.png,965_c26_comp1_mask.png,10386,0.052826,0.052826
969_c0_comp1,969,0,almond,tail,969_c0_comp1_img.png,969_c0_comp1_mask.png,11032,0.056112,0.056112
970_c102_comp1,970,102,wonton dumplings,extreme_tail,970_c102_comp1_img.png,970_c102_comp1_mask.png,9510,0.049008,0.049008
970_c102_comp2,970,102,wonton dumplings,extreme_tail,970_c102_comp2_img.png,970_c102_comp2_mask.png,19035,0.098094,0.098094
973_c54_comp1,973,54,melon,tail,973_c54_comp1_img.png,973_c54_comp1_mask.png,269439,0.124949,0.124949
973_c54_comp2,973,54,melon,tail,973_c54_comp2_img.png,973_c54_comp2_mask.png,188105,0.087231,0.087231
973_c54_comp3,973,54,melon,tail,973_c54_comp3_img.png,973_c54_comp3_mask.png,76894,0.035659,0.035659
973_c54_comp4,973,54,melon,tail,973_c54_comp4_img.png,973_c54_comp4_mask.png,30161,0.013987,0.013987
973_c54_comp5,973,54,melon,tail,973_c54_comp5_img.png,973_c54_comp5_mask.png,13488,0.006255,0.006255
977_c49_comp1,977,49,kiwi,tail,977_c49_comp1_img.png,977_c49_comp1_mask.png,10448,0.053141,0.053141
977_c49_comp2,977,49,kiwi,tail,977_c49_comp2_img.png,977_c49_comp2_mask.png,3964,0.020162,0.020162
997_c65_comp1,997,65,peach,tail,997_c65_comp1_img.png,997_c65_comp1_mask.png,14744,0.053826,0.053826
1010_c76_comp1,1010,76,pumpkin,tail,1010_c76_comp1_img.png,1010_c76_comp1_mask.png,42542,0.2007,0.2007
1014_c67_comp1,1014,67,pear,tail,1014_c67_comp1_img.png,1014_c67_comp1_mask.png,423632,0.070538,0.070538
1019_c34_comp1,1019,34,fig,extreme_tail,1019_c34_comp1_img.png,1019_c34_comp1_mask.png,11456,0.04681,0.04681
1019_c34_comp2,1019,34,fig,extreme_tail,1019_c34_comp2_img.png,1019_c34_comp2_mask.png,7075,0.028909,0.028909
1021_c59_comp1,1021,59,olives,tail,1021_c59_comp1_img.png,1021_c59_comp1_mask.png,2340,0.012521,0.012521
1021_c59_comp2,1021,59,olives,tail,1021_c59_comp2_img.png,1021_c59_comp2_mask.png,3563,0.019066,0.019066
1021_c59_comp3,1021,59,olives,tail,1021_c59_comp3_img.png,1021_c59_comp3_mask.png,4280,0.022902,0.022902
1021_c59_comp4,1021,59,olives,tail,1021_c59_comp4_img.png,1021_c59_comp4_mask.png,3442,0.018418,0.018418
1021_c59_comp5,1021,59,olives,tail,1021_c59_comp5_img.png,1021_c59_comp5_mask.png,3119,0.01669,0.01669
1021_c88_comp1,1021,88,snow peas,tail,1021_c88_comp1_img.png,1021_c88_comp1_mask.png,7419,0.039699,0.039699
1021_c88_comp2,1021,88,snow peas,tail,1021_c88_comp2_img.png,1021_c88_comp2_mask.png,958,0.005126,0.005126
1021_c88_comp3,1021,88,snow peas,tail,1021_c88_comp3_img.png,1021_c88_comp3_mask.png,1833,0.009808,0.009808
1021_c88_comp4,1021,88,snow peas,tail,1021_c88_comp4_img.png,1021_c88_comp4_mask.png,9539,0.051043,0.051043
1035_c100_comp1,1035,100,white radish,tail,1035_c100_comp1_img.png,1035_c100_comp1_mask.png,2316,0.035339,0.035339
1040_c70_comp1,1040,70,pineapple,tail,1040_c70_comp1_img.png,1040_c70_comp1_mask.png,9902,0.036037,0.036037
1047_c4_comp1,1047,4,avocado,tail,1047_c4_comp1_img.png,1047_c4_comp1_mask.png,133692,0.042666,0.042666
1058_c94_comp1,1058,94,tea,tail,1058_c94_comp1_img.png,1058_c94_comp1_mask.png,5762,0.029307,0.029307
1059_c4_comp1,1059,4,avocado,tail,1059_c4_comp1_img.png,1059_c4_comp1_mask.png,171603,0.021866,0.021866
1065_c54_comp1,1065,54,melon,tail,1065_c54_comp1_img.png,1065_c54_comp1_mask.png,19008,0.087148,0.087148
1065_c75_comp1,1065,75,pudding,extreme_tail,1065_c75_comp1_img.png,1065_c75_comp1_mask.png,12455,0.057104,0.057104
1065_c75_comp2,1065,75,pudding,extreme_tail,1065_c75_comp2_img.png,1065_c75_comp2_mask.png,37043,0.169835,0.169835
1067_c49_comp1,1067,49,kiwi,tail,1067_c49_comp1_img.png,1067_c49_comp1_mask.png,809,0.012344,0.012344
1067_c49_comp2,1067,49,kiwi,tail,1067_c49_comp2_img.png,1067_c49_comp2_mask.png,3825,0.058365,0.058365
1080_c39_comp1,1080,39,garlic,tail,1080_c39_comp1_img.png,1080_c39_comp1_mask.png,4343,0.108575,0.108575
1084_c77_comp1,1084,77,rape,tail,1084_c77_comp1_img.png,1084_c77_comp1_mask.png,10546,0.108386,0.108386
1086_c39_comp1,1086,39,garlic,tail,1086_c39_comp1_img.png,1086_c39_comp1_mask.png,13344,0.075984,0.075984
1090_c78_comp1,1090,78,raspberry,tail,1090_c78_comp1_img.png,1090_c78_comp1_mask.png,1213,0.018509,0.018509
1090_c78_comp2,1090,78,raspberry,tail,1090_c78_comp2_img.png,1090_c78_comp2_mask.png,241,0.003677,0.003677
1090_c78_comp3,1090,78,raspberry,tail,1090_c78_comp3_img.png,1090_c78_comp3_mask.png,350,0.005341,0.005341
1092_c55_comp1,1092,55,milk,tail,1092_c55_comp1_img.png,1092_c55_comp1_mask.png,25906,0.118219,0.118219
1107_c39_comp1,1107,39,garlic,tail,1107_c39_comp1_img.png,1107_c39_comp1_mask.png,4254,0.10635,0.10635
1116_c90_comp1,1116,90,soy,tail,1116_c90_comp1_img.png,1116_c90_comp1_mask.png,11404,0.101885,0.101885
1119_c77_comp1,1119,77,rape,tail,1119_c77_comp1_img.png,1119_c77_comp1_mask.png,3746,0.057159,0.057159
1131_c53_comp1,1131,53,mango,tail,1131_c53_comp1_img.png,1131_c53_comp1_mask.png,4335,0.022049,0.022049
1132_c76_comp1,1132,76,pumpkin,tail,1132_c76_comp1_img.png,1132_c76_comp1_mask.png,116796,0.055622,0.055622
1132_c76_comp2,1132,76,pumpkin,tail,1132_c76_comp2_img.png,1132_c76_comp2_mask.png,211524,0.100734,0.100734
1132_c76_comp3,1132,76,pumpkin,tail,1132_c76_comp3_img.png,1132_c76_comp3_mask.png,9999,0.004762,0.004762
1141_c100_comp1,1141,100,white radish,tail,1141_c100_comp1_img.png,1141_c100_comp1_mask.png,8101,0.041204,0.041204
1141_c100_comp2,1141,100,white radish,tail,1141_c100_comp2_img.png,1141_c100_comp2_mask.png,2505,0.012741,0.012741
1146_c4_comp1,1146,4,avocado,tail,1146_c4_comp1_img.png,1146_c4_comp1_mask.png,45885,0.233383,0.233383
1151_c90_comp1,1151,90,soy,tail,1151_c90_comp1_img.png,1151_c90_comp1_mask.png,15790,0.240936,0.240936
1152_c88_comp1,1152,88,snow peas,tail,1152_c88_comp1_img.png,1152_c88_comp1_mask.png,2603,0.041563,0.041563
1157_c40_comp1,1157,40,ginger,tail,1157_c40_comp1_img.png,1157_c40_comp1_mask.png,27004,0.069465,0.069465
1160_c88_comp1,1160,88,snow peas,tail,1160_c88_comp1_img.png,1160_c88_comp1_mask.png,1884,0.009583,0.009583
1160_c88_comp2,1160,88,snow peas,tail,1160_c88_comp2_img.png,1160_c88_comp2_mask.png,3728,0.018962,0.018962
1162_c59_comp1,1162,59,olives,tail,1162_c59_comp1_img.png,1162_c59_comp1_mask.png,12414,0.061228,0.061228
1164_c81_comp1,1164,81,salad,tail,1164_c81_comp1_img.png,1164_c81_comp1_mask.png,14146,0.215851,0.215851
1166_c49_comp1,1166,49,kiwi,tail,1166_c49_comp1_img.png,1166_c49_comp1_mask.png,22061,0.112208,0.112208
1166_c49_comp2,1166,49,kiwi,tail,1166_c49_comp2_img.png,1166_c49_comp2_mask.png,32670,0.166168,0.166168
1166_c70_comp1,1166,70,pineapple,tail,1166_c70_comp1_img.png,1166_c70_comp1_mask.png,17264,0.087809,0.087809
1166_c70_comp2,1166,70,pineapple,tail,1166_c70_comp2_img.png,1166_c70_comp2_mask.png,3357,0.017075,0.017075
1166_c70_comp3,1166,70,pineapple,tail,1166_c70_comp3_img.png,1166_c70_comp3_mask.png,24615,0.125198,0.125198
1189_c49_comp1,1189,49,kiwi,tail,1189_c49_comp1_img.png,1189_c49_comp1_mask.png,25628,0.034171,0.034171
1190_c7_comp1,1190,7,bean sprouts,tail,1190_c7_comp1_img.png,1190_c7_comp1_mask.png,4847,0.008868,0.008868
1192_c44_comp1,1192,44,hanamaki baozi,tail,1192_c44_comp1_img.png,1192_c44_comp1_mask.png,25173,0.200646,0.200646
1205_c0_comp1,1205,0,almond,tail,1205_c0_comp1_img.png,1205_c0_comp1_mask.png,2597,0.001957,0.001957
1205_c0_comp2,1205,0,almond,tail,1205_c0_comp2_img.png,1205_c0_comp2_mask.png,7634,0.005752,0.005752
1205_c0_comp3,1205,0,almond,tail,1205_c0_comp3_img.png,1205_c0_comp3_mask.png,1919,0.001446,0.001446
1205_c0_comp4,1205,0,almond,tail,1205_c0_comp4_img.png,1205_c0_comp4_mask.png,2911,0.002193,0.002193
1213_c100_comp1,1213,100,white radish,tail,1213_c100_comp1_img.png,1213_c100_comp1_mask.png,6271,0.037686,0.037686
1220_c4_comp1,1220,4,avocado,tail,1220_c4_comp1_img.png,1220_c4_comp1_mask.png,4657,0.041606,0.041606
1220_c76_comp1,1220,76,pumpkin,tail,1220_c76_comp1_img.png,1220_c76_comp1_mask.png,5638,0.050371,0.050371
1220_c79_comp1,1220,79,red beans,tail,1220_c79_comp1_img.png,1220_c79_comp1_mask.png,3913,0.034959,0.034959
1226_c95_comp1,1226,95,tofu,extreme_tail,1226_c95_comp1_img.png,1226_c95_comp1_mask.png,31220,0.003907,0.003907
1228_c7_comp1,1228,7,bean sprouts,tail,1228_c7_comp1_img.png,1228_c7_comp1_mask.png,25556,0.053942,0.053942
1228_c7_comp2,1228,7,bean sprouts,tail,1228_c7_comp2_img.png,1228_c7_comp2_mask.png,1744,0.003681,0.003681
1234_c22_comp1,1234,22,chocolate,tail,1234_c22_comp1_img.png,1234_c22_comp1_mask.png,5354,0.019546,0.019546
1237_c71_comp1,1237,71,pizza,tail,1237_c71_comp1_img.png,1237_c71_comp1_mask.png,1362497,0.270399,0.270399
1249_c71_comp1,1249,71,pizza,tail,1249_c71_comp1_img.png,1249_c71_comp1_mask.png,70086,0.400254,0.400254
1251_c76_comp1,1251,76,pumpkin,tail,1251_c76_comp1_img.png,1251_c76_comp1_mask.png,2101,0.007646,0.007646
1255_c22_comp1,1255,22,chocolate,tail,1255_c22_comp1_img.png,1255_c22_comp1_mask.png,40691,0.620895,0.620895
1259_c49_comp1,1259,49,kiwi,tail,1259_c49_comp1_img.png,1259_c49_comp1_mask.png,8713,0.049905,0.049905
1273_c88_comp1,1273,88,snow peas,tail,1273_c88_comp1_img.png,1273_c88_comp1_mask.png,5891,0.08989,0.08989
1279_c43_comp1,1279,43,hamburg,extreme_tail,1279_c43_comp1_img.png,1279_c43_comp1_mask.png,28394,0.144419,0.144419
1281_c39_comp1,1281,39,garlic,tail,1281_c39_comp1_img.png,1281_c39_comp1_mask.png,5219,0.023273,0.023273
1285_c59_comp1,1285,59,olives,tail,1285_c59_comp1_img.png,1285_c59_comp1_mask.png,10018,0.047376,0.047376
1285_c67_comp1,1285,67,pear,tail,1285_c67_comp1_img.png,1285_c67_comp1_mask.png,20669,0.097746,0.097746
1289_c39_comp1,1289,39,garlic,tail,1289_c39_comp1_img.png,1289_c39_comp1_mask.png,704,0.00141,0.00141
1289_c39_comp2,1289,39,garlic,tail,1289_c39_comp2_img.png,1289_c39_comp2_mask.png,817,0.001636,0.001636
1289_c39_comp3,1289,39,garlic,tail,1289_c39_comp3_img.png,1289_c39_comp3_mask.png,684,0.00137,0.00137
1289_c39_comp4,1289,39,garlic,tail,1289_c39_comp4_img.png,1289_c39_comp4_mask.png,955,0.001912,0.001912
1289_c39_comp5,1289,39,garlic,tail,1289_c39_comp5_img.png,1289_c39_comp5_mask.png,871,0.001744,0.001744
1303_c77_comp1,1303,77,rape,tail,1303_c77_comp1_img.png,1303_c77_comp1_mask.png,14595,0.074234,0.074234
1318_c0_comp1,1318,0,almond,tail,1318_c0_comp1_img.png,1318_c0_comp1_mask.png,1150,0.017548,0.017548
1320_c67_comp1,1320,67,pear,tail,1320_c67_comp1_img.png,1320_c67_comp1_mask.png,27473,0.097256,0.097256
1328_c39_comp1,1328,39,garlic,tail,1328_c39_comp1_img.png,1328_c39_comp1_mask.png,5957,0.023085,0.023085
1328_c39_comp2,1328,39,garlic,tail,1328_c39_comp2_img.png,1328_c39_comp2_mask.png,8826,0.034203,0.034203
1331_c71_comp1,1331,71,pizza,tail,1331_c71_comp1_img.png,1331_c71_comp1_mask.png,36064,0.596306,0.596306
1332_c97_comp1,1332,97,walnut,tail,1332_c97_comp1_img.png,1332_c97_comp1_mask.png,1787,0.014197,0.014197
1332_c97_comp2,1332,97,walnut,tail,1332_c97_comp2_img.png,1332_c97_comp2_mask.png,5247,0.041686,0.041686
1332_c97_comp3,1332,97,walnut,tail,1332_c97_comp3_img.png,1332_c97_comp3_mask.png,2140,0.017002,0.017002
1332_c97_comp4,1332,97,walnut,tail,1332_c97_comp4_img.png,1332_c97_comp4_mask.png,2943,0.023381,0.023381
1334_c22_comp1,1334,22,chocolate,tail,1334_c22_comp1_img.png,1334_c22_comp1_mask.png,2144,0.012208,0.012208
1334_c22_comp2,1334,22,chocolate,tail,1334_c22_comp2_img.png,1334_c22_comp2_mask.png,645,0.003673,0.003673
1334_c22_comp3,1334,22,chocolate,tail,1334_c22_comp3_img.png,1334_c22_comp3_mask.png,243,0.001384,0.001384
1334_c22_comp4,1334,22,chocolate,tail,1334_c22_comp4_img.png,1334_c22_comp4_mask.png,3155,0.017965,0.017965
1334_c22_comp5,1334,22,chocolate,tail,1334_c22_comp5_img.png,1334_c22_comp5_mask.png,612,0.003485,0.003485
1334_c22_comp6,1334,22,chocolate,tail,1334_c22_comp6_img.png,1334_c22_comp6_mask.png,2467,0.014048,0.014048
1334_c22_comp7,1334,22,chocolate,tail,1334_c22_comp7_img.png,1334_c22_comp7_mask.png,635,0.003616,0.003616
1340_c39_comp1,1340,39,garlic,tail,1340_c39_comp1_img.png,1340_c39_comp1_mask.png,1697,0.03394,0.03394
1341_c55_comp1,1341,55,milk,tail,1341_c55_comp1_img.png,1341_c55_comp1_mask.png,10773,0.054794,0.054794
1343_c71_comp1,1343,71,pizza,tail,1343_c71_comp1_img.png,1343_c71_comp1_mask.png,26709,0.155256,0.155256
1351_c40_comp1,1351,40,ginger,tail,1351_c40_comp1_img.png,1351_c40_comp1_mask.png,3424,0.017415,0.017415
1351_c40_comp2,1351,40,ginger,tail,1351_c40_comp2_img.png,1351_c40_comp2_mask.png,30572,0.155497,0.155497
1351_c40_comp3,1351,40,ginger,tail,1351_c40_comp3_img.png,1351_c40_comp3_mask.png,310,0.001577,0.001577
1353_c66_comp1,1353,66,peanut,extreme_tail,1353_c66_comp1_img.png,1353_c66_comp1_mask.png,5112,0.026001,0.026001
1353_c66_comp2,1353,66,peanut,extreme_tail,1353_c66_comp2_img.png,1353_c66_comp2_mask.png,24157,0.122869,0.122869
1353_c66_comp3,1353,66,peanut,extreme_tail,1353_c66_comp3_img.png,1353_c66_comp3_mask.png,12285,0.062485,0.062485
1353_c78_comp1,1353,78,raspberry,tail,1353_c78_comp1_img.png,1353_c78_comp1_mask.png,993,0.005051,0.005051
1353_c78_comp2,1353,78,raspberry,tail,1353_c78_comp2_img.png,1353_c78_comp2_mask.png,3242,0.01649,0.01649
1353_c78_comp3,1353,78,raspberry,tail,1353_c78_comp3_img.png,1353_c78_comp3_mask.png,7248,0.036865,0.036865
1353_c78_comp4,1353,78,raspberry,tail,1353_c78_comp4_img.png,1353_c78_comp4_mask.png,10605,0.05394,0.05394
1355_c55_comp1,1355,55,milk,tail,1355_c55_comp1_img.png,1355_c55_comp1_mask.png,30973,0.157948,0.157948
1378_c76_comp1,1378,76,pumpkin,tail,1378_c76_comp1_img.png,1378_c76_comp1_mask.png,28287,0.148516,0.148516
1390_c55_comp1,1390,55,milk,tail,1390_c55_comp1_img.png,1390_c55_comp1_mask.png,66325,0.022031,0.022031
1397_c7_comp1,1397,7,bean sprouts,tail,1397_c7_comp1_img.png,1397_c7_comp1_mask.png,135827,0.090551,0.090551
1398_c49_comp1,1398,49,kiwi,tail,1398_c49_comp1_img.png,1398_c49_comp1_mask.png,23042,0.083857,0.083857
1413_c34_comp1,1413,34,fig,extreme_tail,1413_c34_comp1_img.png,1413_c34_comp1_mask.png,41810,0.168719,0.168719
1413_c34_comp2,1413,34,fig,extreme_tail,1413_c34_comp2_img.png,1413_c34_comp2_mask.png,10951,0.044191,0.044191
1413_c34_comp3,1413,34,fig,extreme_tail,1413_c34_comp3_img.png,1413_c34_comp3_mask.png,2741,0.011061,0.011061
1418_c44_comp1,1418,44,hanamaki baozi,tail,1418_c44_comp1_img.png,1418_c44_comp1_mask.png,29640,0.292377,0.292377
1421_c43_comp1,1421,43,hamburg,extreme_tail,1421_c43_comp1_img.png,1421_c43_comp1_mask.png,36625,0.209775,0.209775
1429_c32_comp1,1429,32,eggplant,tail,1429_c32_comp1_img.png,1429_c32_comp1_mask.png,84592,0.154046,0.154046
1429_c32_comp2,1429,32,eggplant,tail,1429_c32_comp2_img.png,1429_c32_comp2_mask.png,44000,0.080126,0.080126
1432_c7_comp1,1432,7,bean sprouts,tail,1432_c7_comp1_img.png,1432_c7_comp1_mask.png,5786,0.052315,0.052315
1432_c70_comp1,1432,70,pineapple,tail,1432_c70_comp1_img.png,1432_c70_comp1_mask.png,5997,0.054222,0.054222
1439_c54_comp1,1439,54,melon,tail,1439_c54_comp1_img.png,1439_c54_comp1_mask.png,6951,0.035355,0.035355
1442_c77_comp1,1442,77,rape,tail,1442_c77_comp1_img.png,1442_c77_comp1_mask.png,643,0.00327,0.00327
1442_c77_comp2,1442,77,rape,tail,1442_c77_comp2_img.png,1442_c77_comp2_mask.png,40187,0.204402,0.204402
1446_c2_comp1,1446,2,apricot,extreme_tail,1446_c2_comp1_img.png,1446_c2_comp1_mask.png,15651,0.079605,0.079605
1455_c71_comp1,1455,71,pizza,tail,1455_c71_comp1_img.png,1455_c71_comp1_mask.png,122835,0.571219,0.571219
1456_c7_comp1,1456,7,bean sprouts,tail,1456_c7_comp1_img.png,1456_c7_comp1_mask.png,12799,0.065099,0.065099
