aug_id,base_stem,base_image_path,base_mask_path,aug_type,source_patch_id,source_class_id,target_x,target_y,output_image_path,output_mask_path
688_rare_crop_00,688,00000688.jpg,00000688.png,rare_crop,,,,,688_rare_crop_00.png,688_rare_crop_00.png
688_rare_crop_01,688,00000688.jpg,00000688.png,rare_crop,,,,,688_rare_crop_01.png,688_rare_crop_01.png
688_rare_crop_02,688,00000688.jpg,00000688.png,rare_crop,,,,,688_rare_crop_02.png,688_rare_crop_02.png
689_light_color_00,689,00000689.jpg,00000689.png,light_color,,,,,689_light_color_00.png,689_light_color_00.png
691_rare_crop_00,691,00000691.jpg,00000691.png,rare_crop,,,,,691_rare_crop_00.png,691_rare_crop_00.png
691_rare_crop_01,691,00000691.jpg,00000691.png,rare_crop,,,,,691_rare_crop_01.png,691_rare_crop_01.png
691_rare_crop_02,691,00000691.jpg,00000691.png,rare_crop,,,,,691_rare_crop_02.png,691_rare_crop_02.png
693_light_color_00,693,00000693.jpg,00000693.png,light_color,,,,,693_light_color_00.png,693_light_color_00.png
696_light_color_00,696,00000696.jpg,00000696.png,light_color,,,,,696_light_color_00.png,696_light_color_00.png
697_light_color_00,697,00000697.jpg,00000697.png,light_color,,,,,697_light_color_00.png,697_light_color_00.png
698_light_color_00,698,00000698.jpg,00000698.png,light_color,,,,,698_light_color_00.png,698_light_color_00.png
699_hard_crop_00,699,00000699.jpg,00000699.png,hard_crop,,,,,699_hard_crop_00.png,699_hard_crop_00.png
699_hard_crop_01,699,00000699.jpg,00000699.png,hard_crop,,,,,699_hard_crop_01.png,699_hard_crop_01.png
702_rare_crop_00,702,00000702.jpg,00000702.png,rare_crop,,,,,702_rare_crop_00.png,702_rare_crop_00.png
702_rare_crop_01,702,00000702.jpg,00000702.png,rare_crop,,,,,702_rare_crop_01.png,702_rare_crop_01.png
702_rare_crop_02,702,00000702.jpg,00000702.png,rare_crop,,,,,702_rare_crop_02.png,702_rare_crop_02.png
703_light_color_00,703,00000703.jpg,00000703.png,light_color,,,,,703_light_color_00.png,703_light_color_00.png
704_rare_crop_00,704,00000704.jpg,00000704.png,rare_crop,,,,,704_rare_crop_00.png,704_rare_crop_00.png
704_rare_crop_01,704,00000704.jpg,00000704.png,rare_crop,,,,,704_rare_crop_01.png,704_rare_crop_01.png
704_rare_crop_02,704,00000704.jpg,00000704.png,rare_crop,,,,,704_rare_crop_02.png,704_rare_crop_02.png
707_hard_crop_00,707,00000707.jpg,00000707.png,hard_crop,,,,,707_hard_crop_00.png,707_hard_crop_00.png
707_hard_crop_01,707,00000707.jpg,00000707.png,hard_crop,,,,,707_hard_crop_01.png,707_hard_crop_01.png
709_light_color_00,709,00000709.jpg,00000709.png,light_color,,,,,709_light_color_00.png,709_light_color_00.png
710_hard_crop_00,710,00000710.jpg,00000710.png,hard_crop,,,,,710_hard_crop_00.png,710_hard_crop_00.png
710_hard_crop_01,710,00000710.jpg,00000710.png,hard_crop,,,,,710_hard_crop_01.png,710_hard_crop_01.png
712_light_color_00,712,00000712.jpg,00000712.png,light_color,,,,,712_light_color_00.png,712_light_color_00.png
714_light_color_00,714,00000714.jpg,00000714.png,light_color,,,,,714_light_color_00.png,714_light_color_00.png
718_light_color_00,718,00000718.jpg,00000718.png,light_color,,,,,718_light_color_00.png,718_light_color_00.png
719_light_color_00,719,00000719.jpg,00000719.png,light_color,,,,,719_light_color_00.png,719_light_color_00.png
720_light_color_00,720,00000720.jpg,00000720.png,light_color,,,,,720_light_color_00.png,720_light_color_00.png
721_light_color_00,721,00000721.jpg,00000721.png,light_color,,,,,721_light_color_00.png,721_light_color_00.png
722_rare_crop_00,722,00000722.jpg,00000722.png,rare_crop,,,,,722_rare_crop_00.png,722_rare_crop_00.png
722_rare_crop_01,722,00000722.jpg,00000722.png,rare_crop,,,,,722_rare_crop_01.png,722_rare_crop_01.png
722_rare_crop_02,722,00000722.jpg,00000722.png,rare_crop,,,,,722_rare_crop_02.png,722_rare_crop_02.png
723_light_color_00,723,00000723.jpg,00000723.png,light_color,,,,,723_light_color_00.png,723_light_color_00.png
724_light_color_00,724,00000724.jpg,00000724.png,light_color,,,,,724_light_color_00.png,724_light_color_00.png
725_light_color_00,725,00000725.jpg,00000725.png,light_color,,,,,725_light_color_00.png,725_light_color_00.png
726_rare_crop_00,726,00000726.jpg,00000726.png,rare_crop,,,,,726_rare_crop_00.png,726_rare_crop_00.png
726_rare_crop_01,726,00000726.jpg,00000726.png,rare_crop,,,,,726_rare_crop_01.png,726_rare_crop_01.png
726_rare_crop_02,726,00000726.jpg,00000726.png,rare_crop,,,,,726_rare_crop_02.png,726_rare_crop_02.png
728_light_color_00,728,00000728.jpg,00000728.png,light_color,,,,,728_light_color_00.png,728_light_color_00.png
729_rare_crop_00,729,00000729.jpg,00000729.png,rare_crop,,,,,729_rare_crop_00.png,729_rare_crop_00.png
729_rare_crop_01,729,00000729.jpg,00000729.png,rare_crop,,,,,729_rare_crop_01.png,729_rare_crop_01.png
729_rare_crop_02,729,00000729.jpg,00000729.png,rare_crop,,,,,729_rare_crop_02.png,729_rare_crop_02.png
733_light_color_00,733,00000733.jpg,00000733.png,light_color,,,,,733_light_color_00.png,733_light_color_00.png
734_light_color_00,734,00000734.jpg,00000734.png,light_color,,,,,734_light_color_00.png,734_light_color_00.png
737_rare_crop_00,737,00000737.jpg,00000737.png,rare_crop,,,,,737_rare_crop_00.png,737_rare_crop_00.png
737_rare_crop_01,737,00000737.jpg,00000737.png,rare_crop,,,,,737_rare_crop_01.png,737_rare_crop_01.png
737_rare_crop_02,737,00000737.jpg,00000737.png,rare_crop,,,,,737_rare_crop_02.png,737_rare_crop_02.png
738_light_color_00,738,00000738.jpg,00000738.png,light_color,,,,,738_light_color_00.png,738_light_color_00.png
741_light_color_00,741,00000741.jpg,00000741.png,light_color,,,,,741_light_color_00.png,741_light_color_00.png
742_light_color_00,742,00000742.jpg,00000742.png,light_color,,,,,742_light_color_00.png,742_light_color_00.png
743_light_color_00,743,00000743.jpg,00000743.png,light_color,,,,,743_light_color_00.png,743_light_color_00.png
744_light_color_00,744,00000744.jpg,00000744.png,light_color,,,,,744_light_color_00.png,744_light_color_00.png
748_light_color_00,748,00000748.jpg,00000748.png,light_color,,,,,748_light_color_00.png,748_light_color_00.png
749_light_color_00,749,00000749.jpg,00000749.png,light_color,,,,,749_light_color_00.png,749_light_color_00.png
752_light_color_00,752,00000752.jpg,00000752.png,light_color,,,,,752_light_color_00.png,752_light_color_00.png
753_hard_crop_00,753,00000753.jpg,00000753.png,hard_crop,,,,,753_hard_crop_00.png,753_hard_crop_00.png
753_hard_crop_01,753,00000753.jpg,00000753.png,hard_crop,,,,,753_hard_crop_01.png,753_hard_crop_01.png
754_light_color_00,754,00000754.jpg,00000754.png,light_color,,,,,754_light_color_00.png,754_light_color_00.png
755_light_color_00,755,00000755.jpg,00000755.png,light_color,,,,,755_light_color_00.png,755_light_color_00.png
758_rare_crop_00,758,00000758.jpg,00000758.png,rare_crop,,,,,758_rare_crop_00.png,758_rare_crop_00.png
758_rare_crop_01,758,00000758.jpg,00000758.png,rare_crop,,,,,758_rare_crop_01.png,758_rare_crop_01.png
758_rare_crop_02,758,00000758.jpg,00000758.png,rare_crop,,,,,758_rare_crop_02.png,758_rare_crop_02.png
759_hard_crop_00,759,00000759.jpg,00000759.png,hard_crop,,,,,759_hard_crop_00.png,759_hard_crop_00.png
759_hard_crop_01,759,00000759.jpg,00000759.png,hard_crop,,,,,759_hard_crop_01.png,759_hard_crop_01.png
760_rare_crop_00,760,00000760.jpg,00000760.png,rare_crop,,,,,760_rare_crop_00.png,760_rare_crop_00.png
760_rare_crop_01,760,00000760.jpg,00000760.png,rare_crop,,,,,760_rare_crop_01.png,760_rare_crop_01.png
760_rare_crop_02,760,00000760.jpg,00000760.png,rare_crop,,,,,760_rare_crop_02.png,760_rare_crop_02.png
763_light_color_00,763,00000763.jpg,00000763.png,light_color,,,,,763_light_color_00.png,763_light_color_00.png
764_light_color_00,764,00000764.jpg,00000764.png,light_color,,,,,764_light_color_00.png,764_light_color_00.png
765_light_color_00,765,00000765.jpg,00000765.png,light_color,,,,,765_light_color_00.png,765_light_color_00.png
766_rare_crop_00,766,00000766.jpg,00000766.png,rare_crop,,,,,766_rare_crop_00.png,766_rare_crop_00.png
766_rare_crop_01,766,00000766.jpg,00000766.png,rare_crop,,,,,766_rare_crop_01.png,766_rare_crop_01.png
766_rare_crop_02,766,00000766.jpg,00000766.png,rare_crop,,,,,766_rare_crop_02.png,766_rare_crop_02.png
767_light_color_00,767,00000767.jpg,00000767.png,light_color,,,,,767_light_color_00.png,767_light_color_00.png
768_light_color_00,768,00000768.jpg,00000768.png,light_color,,,,,768_light_color_00.png,768_light_color_00.png
770_light_color_00,770,00000770.jpg,00000770.png,light_color,,,,,770_light_color_00.png,770_light_color_00.png
771_light_color_00,771,00000771.jpg,00000771.png,light_color,,,,,771_light_color_00.png,771_light_color_00.png
772_rare_crop_00,772,00000772.jpg,00000772.png,rare_crop,,,,,772_rare_crop_00.png,772_rare_crop_00.png
772_rare_crop_01,772,00000772.jpg,00000772.png,rare_crop,,,,,772_rare_crop_01.png,772_rare_crop_01.png
772_rare_crop_02,772,00000772.jpg,00000772.png,rare_crop,,,,,772_rare_crop_02.png,772_rare_crop_02.png
776_hard_crop_00,776,00000776.jpg,00000776.png,hard_crop,,,,,776_hard_crop_00.png,776_hard_crop_00.png
776_hard_crop_01,776,00000776.jpg,00000776.png,hard_crop,,,,,776_hard_crop_01.png,776_hard_crop_01.png
777_light_color_00,777,00000777.jpg,00000777.png,light_color,,,,,777_light_color_00.png,777_light_color_00.png
781_rare_crop_00,781,00000781.jpg,00000781.png,rare_crop,,,,,781_rare_crop_00.png,781_rare_crop_00.png
781_rare_crop_01,781,00000781.jpg,00000781.png,rare_crop,,,,,781_rare_crop_01.png,781_rare_crop_01.png
781_rare_crop_02,781,00000781.jpg,00000781.png,rare_crop,,,,,781_rare_crop_02.png,781_rare_crop_02.png
782_light_color_00,782,00000782.jpg,00000782.png,light_color,,,,,782_light_color_00.png,782_light_color_00.png
784_rare_crop_00,784,00000784.jpg,00000784.png,rare_crop,,,,,784_rare_crop_00.png,784_rare_crop_00.png
784_rare_crop_01,784,00000784.jpg,00000784.png,rare_crop,,,,,784_rare_crop_01.png,784_rare_crop_01.png
784_rare_crop_02,784,00000784.jpg,00000784.png,rare_crop,,,,,784_rare_crop_02.png,784_rare_crop_02.png
785_light_color_00,785,00000785.jpg,00000785.png,light_color,,,,,785_light_color_00.png,785_light_color_00.png
786_light_color_00,786,00000786.jpg,00000786.png,light_color,,,,,786_light_color_00.png,786_light_color_00.png
787_rare_crop_00,787,00000787.jpg,00000787.png,rare_crop,,,,,787_rare_crop_00.png,787_rare_crop_00.png
787_rare_crop_01,787,00000787.jpg,00000787.png,rare_crop,,,,,787_rare_crop_01.png,787_rare_crop_01.png
787_rare_crop_02,787,00000787.jpg,00000787.png,rare_crop,,,,,787_rare_crop_02.png,787_rare_crop_02.png
789_rare_crop_00,789,00000789.jpg,00000789.png,rare_crop,,,,,789_rare_crop_00.png,789_rare_crop_00.png
789_rare_crop_01,789,00000789.jpg,00000789.png,rare_crop,,,,,789_rare_crop_01.png,789_rare_crop_01.png
789_rare_crop_02,789,00000789.jpg,00000789.png,rare_crop,,,,,789_rare_crop_02.png,789_rare_crop_02.png
790_light_color_00,790,00000790.jpg,00000790.png,light_color,,,,,790_light_color_00.png,790_light_color_00.png
791_hard_crop_00,791,00000791.jpg,00000791.png,hard_crop,,,,,791_hard_crop_00.png,791_hard_crop_00.png
791_hard_crop_01,791,00000791.jpg,00000791.png,hard_crop,,,,,791_hard_crop_01.png,791_hard_crop_01.png
792_rare_crop_00,792,00000792.jpg,00000792.png,rare_crop,,,,,792_rare_crop_00.png,792_rare_crop_00.png
792_rare_crop_01,792,00000792.jpg,00000792.png,rare_crop,,,,,792_rare_crop_01.png,792_rare_crop_01.png
792_rare_crop_02,792,00000792.jpg,00000792.png,rare_crop,,,,,792_rare_crop_02.png,792_rare_crop_02.png
793_light_color_00,793,00000793.jpg,00000793.png,light_color,,,,,793_light_color_00.png,793_light_color_00.png
794_light_color_00,794,00000794.jpg,00000794.png,light_color,,,,,794_light_color_00.png,794_light_color_00.png
795_light_color_00,795,00000795.jpg,00000795.png,light_color,,,,,795_light_color_00.png,795_light_color_00.png
797_hard_crop_00,797,00000797.jpg,00000797.png,hard_crop,,,,,797_hard_crop_00.png,797_hard_crop_00.png
797_hard_crop_01,797,00000797.jpg,00000797.png,hard_crop,,,,,797_hard_crop_01.png,797_hard_crop_01.png
798_light_color_00,798,00000798.jpg,00000798.png,light_color,,,,,798_light_color_00.png,798_light_color_00.png
799_light_color_00,799,00000799.jpg,00000799.png,light_color,,,,,799_light_color_00.png,799_light_color_00.png
801_hard_crop_00,801,00000801.jpg,00000801.png,hard_crop,,,,,801_hard_crop_00.png,801_hard_crop_00.png
801_hard_crop_01,801,00000801.jpg,00000801.png,hard_crop,,,,,801_hard_crop_01.png,801_hard_crop_01.png
802_rare_crop_00,802,00000802.jpg,00000802.png,rare_crop,,,,,802_rare_crop_00.png,802_rare_crop_00.png
802_rare_crop_01,802,00000802.jpg,00000802.png,rare_crop,,,,,802_rare_crop_01.png,802_rare_crop_01.png
802_rare_crop_02,802,00000802.jpg,00000802.png,rare_crop,,,,,802_rare_crop_02.png,802_rare_crop_02.png
803_light_color_00,803,00000803.jpg,00000803.png,light_color,,,,,803_light_color_00.png,803_light_color_00.png
804_rare_crop_00,804,00000804.jpg,00000804.png,rare_crop,,,,,804_rare_crop_00.png,804_rare_crop_00.png
804_rare_crop_01,804,00000804.jpg,00000804.png,rare_crop,,,,,804_rare_crop_01.png,804_rare_crop_01.png
804_rare_crop_02,804,00000804.jpg,00000804.png,rare_crop,,,,,804_rare_crop_02.png,804_rare_crop_02.png
805_light_color_00,805,00000805.jpg,00000805.png,light_color,,,,,805_light_color_00.png,805_light_color_00.png
812_hard_crop_00,812,00000812.jpg,00000812.png,hard_crop,,,,,812_hard_crop_00.png,812_hard_crop_00.png
812_rare_crop_01,812,00000812.jpg,00000812.png,rare_crop,,,,,812_rare_crop_01.png,812_rare_crop_01.png
812_copy_paste_02,812,00000812.jpg,00000812.png,copy_paste,,,,,812_copy_paste_02.png,812_copy_paste_02.png
812_hard_crop_03,812,00000812.jpg,00000812.png,hard_crop,,,,,812_hard_crop_03.png,812_hard_crop_03.png
812_rare_crop_04,812,00000812.jpg,00000812.png,rare_crop,,,,,812_rare_crop_04.png,812_rare_crop_04.png
812_rare_crop_05,812,00000812.jpg,00000812.png,rare_crop,,,,,812_rare_crop_05.png,812_rare_crop_05.png
813_rare_crop_00,813,00000813.jpg,00000813.png,rare_crop,,,,,813_rare_crop_00.png,813_rare_crop_00.png
813_rare_crop_01,813,00000813.jpg,00000813.png,rare_crop,,,,,813_rare_crop_01.png,813_rare_crop_01.png
813_rare_crop_02,813,00000813.jpg,00000813.png,rare_crop,,,,,813_rare_crop_02.png,813_rare_crop_02.png
814_hard_crop_00,814,00000814.jpg,00000814.png,hard_crop,,,,,814_hard_crop_00.png,814_hard_crop_00.png
814_hard_crop_01,814,00000814.jpg,00000814.png,hard_crop,,,,,814_hard_crop_01.png,814_hard_crop_01.png
815_light_color_00,815,00000815.jpg,00000815.png,light_color,,,,,815_light_color_00.png,815_light_color_00.png
817_rare_crop_00,817,00000817.jpg,00000817.png,rare_crop,,,,,817_rare_crop_00.png,817_rare_crop_00.png
817_rare_crop_01,817,00000817.jpg,00000817.png,rare_crop,,,,,817_rare_crop_01.png,817_rare_crop_01.png
817_rare_crop_02,817,00000817.jpg,00000817.png,rare_crop,,,,,817_rare_crop_02.png,817_rare_crop_02.png
818_light_color_00,818,00000818.jpg,00000818.png,light_color,,,,,818_light_color_00.png,818_light_color_00.png
819_light_color_00,819,00000819.jpg,00000819.png,light_color,,,,,819_light_color_00.png,819_light_color_00.png
821_rare_crop_00,821,00000821.jpg,00000821.png,rare_crop,,,,,821_rare_crop_00.png,821_rare_crop_00.png
821_rare_crop_01,821,00000821.jpg,00000821.png,rare_crop,,,,,821_rare_crop_01.png,821_rare_crop_01.png
821_rare_crop_02,821,00000821.jpg,00000821.png,rare_crop,,,,,821_rare_crop_02.png,821_rare_crop_02.png
822_rare_crop_00,822,00000822.jpg,00000822.png,rare_crop,,,,,822_rare_crop_00.png,822_rare_crop_00.png
822_rare_crop_01,822,00000822.jpg,00000822.png,rare_crop,,,,,822_rare_crop_01.png,822_rare_crop_01.png
822_rare_crop_02,822,00000822.jpg,00000822.png,rare_crop,,,,,822_rare_crop_02.png,822_rare_crop_02.png
824_light_color_00,824,00000824.jpg,00000824.png,light_color,,,,,824_light_color_00.png,824_light_color_00.png
829_light_color_00,829,00000829.jpg,00000829.png,light_color,,,,,829_light_color_00.png,829_light_color_00.png
830_rare_crop_00,830,00000830.jpg,00000830.png,rare_crop,,,,,830_rare_crop_00.png,830_rare_crop_00.png
830_rare_crop_01,830,00000830.jpg,00000830.png,rare_crop,,,,,830_rare_crop_01.png,830_rare_crop_01.png
830_rare_crop_02,830,00000830.jpg,00000830.png,rare_crop,,,,,830_rare_crop_02.png,830_rare_crop_02.png
832_rare_crop_00,832,00000832.jpg,00000832.png,rare_crop,,,,,832_rare_crop_00.png,832_rare_crop_00.png
832_rare_crop_01,832,00000832.jpg,00000832.png,rare_crop,,,,,832_rare_crop_01.png,832_rare_crop_01.png
832_rare_crop_02,832,00000832.jpg,00000832.png,rare_crop,,,,,832_rare_crop_02.png,832_rare_crop_02.png
833_light_color_00,833,00000833.jpg,00000833.png,light_color,,,,,833_light_color_00.png,833_light_color_00.png
835_light_color_00,835,00000835.jpg,00000835.png,light_color,,,,,835_light_color_00.png,835_light_color_00.png
838_rare_crop_00,838,00000838.jpg,00000838.png,rare_crop,,,,,838_rare_crop_00.png,838_rare_crop_00.png
838_rare_crop_01,838,00000838.jpg,00000838.png,rare_crop,,,,,838_rare_crop_01.png,838_rare_crop_01.png
838_rare_crop_02,838,00000838.jpg,00000838.png,rare_crop,,,,,838_rare_crop_02.png,838_rare_crop_02.png
839_light_color_00,839,00000839.jpg,00000839.png,light_color,,,,,839_light_color_00.png,839_light_color_00.png
840_light_color_00,840,00000840.jpg,00000840.png,light_color,,,,,840_light_color_00.png,840_light_color_00.png
841_rare_crop_00,841,00000841.jpg,00000841.png,rare_crop,,,,,841_rare_crop_00.png,841_rare_crop_00.png
841_rare_crop_01,841,00000841.jpg,00000841.png,rare_crop,,,,,841_rare_crop_01.png,841_rare_crop_01.png
841_rare_crop_02,841,00000841.jpg,00000841.png,rare_crop,,,,,841_rare_crop_02.png,841_rare_crop_02.png
843_light_color_00,843,00000843.jpg,00000843.png,light_color,,,,,843_light_color_00.png,843_light_color_00.png
846_light_color_00,846,00000846.jpg,00000846.png,light_color,,,,,846_light_color_00.png,846_light_color_00.png
849_hard_crop_00,849,00000849.jpg,00000849.png,hard_crop,,,,,849_hard_crop_00.png,849_hard_crop_00.png
849_copy_paste_01,849,00000849.jpg,00000849.png,copy_paste,,,,,849_copy_paste_01.png,849_copy_paste_01.png
849_copy_paste_02,849,00000849.jpg,00000849.png,copy_paste,,,,,849_copy_paste_02.png,849_copy_paste_02.png
849_hard_crop_03,849,00000849.jpg,00000849.png,hard_crop,,,,,849_hard_crop_03.png,849_hard_crop_03.png
849_rare_crop_04,849,00000849.jpg,00000849.png,rare_crop,,,,,849_rare_crop_04.png,849_rare_crop_04.png
849_copy_paste_05,849,00000849.jpg,00000849.png,copy_paste,,,,,849_copy_paste_05.png,849_copy_paste_05.png
850_light_color_00,850,00000850.jpg,00000850.png,light_color,,,,,850_light_color_00.png,850_light_color_00.png
851_rare_crop_00,851,00000851.jpg,00000851.png,rare_crop,,,,,851_rare_crop_00.png,851_rare_crop_00.png
851_rare_crop_01,851,00000851.jpg,00000851.png,rare_crop,,,,,851_rare_crop_01.png,851_rare_crop_01.png
851_rare_crop_02,851,00000851.jpg,00000851.png,rare_crop,,,,,851_rare_crop_02.png,851_rare_crop_02.png
853_hard_crop_00,853,00000853.jpg,00000853.png,hard_crop,,,,,853_hard_crop_00.png,853_hard_crop_00.png
853_hard_crop_01,853,00000853.jpg,00000853.png,hard_crop,,,,,853_hard_crop_01.png,853_hard_crop_01.png
854_rare_crop_00,854,00000854.jpg,00000854.png,rare_crop,,,,,854_rare_crop_00.png,854_rare_crop_00.png
854_rare_crop_01,854,00000854.jpg,00000854.png,rare_crop,,,,,854_rare_crop_01.png,854_rare_crop_01.png
854_rare_crop_02,854,00000854.jpg,00000854.png,rare_crop,,,,,854_rare_crop_02.png,854_rare_crop_02.png
855_hard_crop_00,855,00000855.jpg,00000855.png,hard_crop,,,,,855_hard_crop_00.png,855_hard_crop_00.png
855_hard_crop_01,855,00000855.jpg,00000855.png,hard_crop,,,,,855_hard_crop_01.png,855_hard_crop_01.png
856_rare_crop_00,856,00000856.jpg,00000856.png,rare_crop,,,,,856_rare_crop_00.png,856_rare_crop_00.png
856_rare_crop_01,856,00000856.jpg,00000856.png,rare_crop,,,,,856_rare_crop_01.png,856_rare_crop_01.png
856_rare_crop_02,856,00000856.jpg,00000856.png,rare_crop,,,,,856_rare_crop_02.png,856_rare_crop_02.png
857_rare_crop_00,857,00000857.jpg,00000857.png,rare_crop,,,,,857_rare_crop_00.png,857_rare_crop_00.png
857_rare_crop_01,857,00000857.jpg,00000857.png,rare_crop,,,,,857_rare_crop_01.png,857_rare_crop_01.png
857_rare_crop_02,857,00000857.jpg,00000857.png,rare_crop,,,,,857_rare_crop_02.png,857_rare_crop_02.png
858_light_color_00,858,00000858.jpg,00000858.png,light_color,,,,,858_light_color_00.png,858_light_color_00.png
859_light_color_00,859,00000859.jpg,00000859.png,light_color,,,,,859_light_color_00.png,859_light_color_00.png
860_light_color_00,860,00000860.jpg,00000860.png,light_color,,,,,860_light_color_00.png,860_light_color_00.png
862_light_color_00,862,00000862.jpg,00000862.png,light_color,,,,,862_light_color_00.png,862_light_color_00.png
864_light_color_00,864,00000864.jpg,00000864.png,light_color,,,,,864_light_color_00.png,864_light_color_00.png
867_rare_crop_00,867,00000867.jpg,00000867.png,rare_crop,,,,,867_rare_crop_00.png,867_rare_crop_00.png
867_rare_crop_01,867,00000867.jpg,00000867.png,rare_crop,,,,,867_rare_crop_01.png,867_rare_crop_01.png
867_rare_crop_02,867,00000867.jpg,00000867.png,rare_crop,,,,,867_rare_crop_02.png,867_rare_crop_02.png
870_rare_crop_00,870,00000870.jpg,00000870.png,rare_crop,,,,,870_rare_crop_00.png,870_rare_crop_00.png
870_rare_crop_01,870,00000870.jpg,00000870.png,rare_crop,,,,,870_rare_crop_01.png,870_rare_crop_01.png
870_rare_crop_02,870,00000870.jpg,00000870.png,rare_crop,,,,,870_rare_crop_02.png,870_rare_crop_02.png
871_light_color_00,871,00000871.jpg,00000871.png,light_color,,,,,871_light_color_00.png,871_light_color_00.png
874_light_color_00,874,00000874.jpg,00000874.png,light_color,,,,,874_light_color_00.png,874_light_color_00.png
875_light_color_00,875,00000875.jpg,00000875.png,light_color,,,,,875_light_color_00.png,875_light_color_00.png
876_light_color_00,876,00000876.jpg,00000876.png,light_color,,,,,876_light_color_00.png,876_light_color_00.png
877_rare_crop_00,877,00000877.jpg,00000877.png,rare_crop,,,,,877_rare_crop_00.png,877_rare_crop_00.png
877_rare_crop_01,877,00000877.jpg,00000877.png,rare_crop,,,,,877_rare_crop_01.png,877_rare_crop_01.png
877_rare_crop_02,877,00000877.jpg,00000877.png,rare_crop,,,,,877_rare_crop_02.png,877_rare_crop_02.png
878_light_color_00,878,00000878.jpg,00000878.png,light_color,,,,,878_light_color_00.png,878_light_color_00.png
879_rare_crop_00,879,00000879.jpg,00000879.png,rare_crop,,,,,879_rare_crop_00.png,879_rare_crop_00.png
879_rare_crop_01,879,00000879.jpg,00000879.png,rare_crop,,,,,879_rare_crop_01.png,879_rare_crop_01.png
879_rare_crop_02,879,00000879.jpg,00000879.png,rare_crop,,,,,879_rare_crop_02.png,879_rare_crop_02.png
880_light_color_00,880,00000880.jpg,00000880.png,light_color,,,,,880_light_color_00.png,880_light_color_00.png
881_light_color_00,881,00000881.jpg,00000881.png,light_color,,,,,881_light_color_00.png,881_light_color_00.png
882_light_color_00,882,00000882.jpg,00000882.png,light_color,,,,,882_light_color_00.png,882_light_color_00.png
886_light_color_00,886,00000886.jpg,00000886.png,light_color,,,,,886_light_color_00.png,886_light_color_00.png
887_light_color_00,887,00000887.jpg,00000887.png,light_color,,,,,887_light_color_00.png,887_light_color_00.png
888_hard_crop_00,888,00000888.jpg,00000888.png,hard_crop,,,,,888_hard_crop_00.png,888_hard_crop_00.png
888_hard_crop_01,888,00000888.jpg,00000888.png,hard_crop,,,,,888_hard_crop_01.png,888_hard_crop_01.png
889_rare_crop_00,889,00000889.jpg,00000889.png,rare_crop,,,,,889_rare_crop_00.png,889_rare_crop_00.png
889_rare_crop_01,889,00000889.jpg,00000889.png,rare_crop,,,,,889_rare_crop_01.png,889_rare_crop_01.png
889_rare_crop_02,889,00000889.jpg,00000889.png,rare_crop,,,,,889_rare_crop_02.png,889_rare_crop_02.png
891_rare_crop_00,891,00000891.jpg,00000891.png,rare_crop,,,,,891_rare_crop_00.png,891_rare_crop_00.png
891_rare_crop_01,891,00000891.jpg,00000891.png,rare_crop,,,,,891_rare_crop_01.png,891_rare_crop_01.png
891_rare_crop_02,891,00000891.jpg,00000891.png,rare_crop,,,,,891_rare_crop_02.png,891_rare_crop_02.png
894_rare_crop_00,894,00000894.jpg,00000894.png,rare_crop,,,,,894_rare_crop_00.png,894_rare_crop_00.png
894_rare_crop_01,894,00000894.jpg,00000894.png,rare_crop,,,,,894_rare_crop_01.png,894_rare_crop_01.png
894_rare_crop_02,894,00000894.jpg,00000894.png,rare_crop,,,,,894_rare_crop_02.png,894_rare_crop_02.png
895_light_color_00,895,00000895.jpg,00000895.png,light_color,,,,,895_light_color_00.png,895_light_color_00.png
897_hard_crop_00,897,00000897.jpg,00000897.png,hard_crop,,,,,897_hard_crop_00.png,897_hard_crop_00.png
897_hard_crop_01,897,00000897.jpg,00000897.png,hard_crop,,,,,897_hard_crop_01.png,897_hard_crop_01.png
899_light_color_00,899,00000899.jpg,00000899.png,light_color,,,,,899_light_color_00.png,899_light_color_00.png
900_light_color_00,900,00000900.jpg,00000900.png,light_color,,,,,900_light_color_00.png,900_light_color_00.png
902_light_color_00,902,00000902.jpg,00000902.png,light_color,,,,,902_light_color_00.png,902_light_color_00.png
903_light_color_00,903,00000903.jpg,00000903.png,light_color,,,,,903_light_color_00.png,903_light_color_00.png
905_light_color_00,905,00000905.jpg,00000905.png,light_color,,,,,905_light_color_00.png,905_light_color_00.png
909_light_color_00,909,00000909.jpg,00000909.png,light_color,,,,,909_light_color_00.png,909_light_color_00.png
910_rare_crop_00,910,00000910.jpg,00000910.png,rare_crop,,,,,910_rare_crop_00.png,910_rare_crop_00.png
910_rare_crop_01,910,00000910.jpg,00000910.png,rare_crop,,,,,910_rare_crop_01.png,910_rare_crop_01.png
910_rare_crop_02,910,00000910.jpg,00000910.png,rare_crop,,,,,910_rare_crop_02.png,910_rare_crop_02.png
911_light_color_00,911,00000911.jpg,00000911.png,light_color,,,,,911_light_color_00.png,911_light_color_00.png
912_light_color_00,912,00000912.jpg,00000912.png,light_color,,,,,912_light_color_00.png,912_light_color_00.png
915_light_color_00,915,00000915.jpg,00000915.png,light_color,,,,,915_light_color_00.png,915_light_color_00.png
916_light_color_00,916,00000916.jpg,00000916.png,light_color,,,,,916_light_color_00.png,916_light_color_00.png
