sample_id,image_path,mask_path,source_type,base_stem,sampling_weight
2571,00002571.jpg,00002571.png,original,2571,3.7042
2572,00002572.jpg,00002572.png,original,2572,2.3298
2573,00002573.jpg,00002573.png,original,2573,1.6182
2574,00002574.jpg,00002574.png,original,2574,3.4064
2575,00002575.jpg,00002575.png,original,2575,1.6618
2576,00002576.jpg,00002576.png,original,2576,1.6966
2577,00002577.jpg,00002577.png,original,2577,2.6462
2578,00002578.jpg,00002578.png,original,2578,2.4222
2579,00002579.jpg,00002579.png,original,2579,3.9766
2580,00002580.jpg,00002580.png,original,2580,3.4706
2581,00002581.jpg,00002581.png,original,2581,3.4242
2582,00002582.jpg,00002582.png,original,2582,1.6762
2583,00002583.jpg,00002583.png,original,2583,3.7822
2584,00002584.jpg,00002584.png,original,2584,1.8294
2585,00002585.jpg,00002585.png,original,2585,2.4126000000000003
2586,00002586.jpg,00002586.png,original,2586,2.044
2587,00002587.jpg,00002587.png,original,2587,1.834
2588,00002588.jpg,00002588.png,original,2588,2.3992
2589,00002589.jpg,00002589.png,original,2589,3.8036
2590,00002590.jpg,00002590.png,original,2590,5.832
2591,00002591.jpg,00002591.png,original,2591,1.5916
2592,00002592.jpg,00002592.png,original,2592,1.8126
2593,00002593.jpg,00002593.png,original,2593,1.7832
2594,00002594.jpg,00002594.png,original,2594,1.7559999999999998
2595,00002595.jpg,00002595.png,original,2595,1.987
2596,00002596.jpg,00002596.png,original,2596,2.6104000000000003
2597,00002597.jpg,00002597.png,original,2597,2.4158
2598,00002598.jpg,00002598.png,original,2598,2.3314
2599,00002599.jpg,00002599.png,original,2599,1.7694
2600,00002600.jpg,00002600.png,original,2600,1.816
2601,00002601.jpg,00002601.png,original,2601,2.484
2602,00002602.jpg,00002602.png,original,2602,1.7921999999999998
2603,00002603.jpg,00002603.png,original,2603,2.327
2604,00002604.jpg,00002604.png,original,2604,3.6536
2605,00002605.jpg,00002605.png,original,2605,1.6880000000000002
2606,00002606.jpg,00002606.png,original,2606,1.7151999999999998
2607,00002607.jpg,00002607.png,original,2607,2.3618
2608,00002608.jpg,00002608.png,original,2608,1.7022
2609,00002609.jpg,00002609.png,original,2609,1.7012
2610,00002610.jpg,00002610.png,original,2610,1.6118
2611,00002611.jpg,00002611.png,original,2611,1.5544000000000002
2612,00002612.jpg,00002612.png,original,2612,2.2222
2613,00002613.jpg,00002613.png,original,2613,2.486
2614,00002614.jpg,00002614.png,original,2614,1.581
2615,00002615.jpg,00002615.png,original,2615,3.5012
2616,00002616.jpg,00002616.png,original,2616,3.878
2617,00002617.jpg,00002617.png,original,2617,5.7648
2618,00002618.jpg,00002618.png,original,2618,1.6638000000000002
2619,00002619.jpg,00002619.png,original,2619,2.2568
2620,00002620.jpg,00002620.png,original,2620,2.352
2621,00002621.jpg,00002621.png,original,2621,2.3638
2622,00002622.jpg,00002622.png,original,2622,2.3894
2623,00002623.jpg,00002623.png,original,2623,1.6638000000000002
2624,00002624.jpg,00002624.png,original,2624,2.5142
2625,00002625.jpg,00002625.png,original,2625,5.6278
2626,00002626.jpg,00002626.png,original,2626,1.6349999999999998
2627,00002627.jpg,00002627.png,original,2627,3.346
2628,00002628.jpg,00002628.png,original,2628,2.1924
2629,00002629.jpg,00002629.png,original,2629,1.577
2630,00002630.jpg,00002630.png,original,2630,1.6751999999999998
2631,00002631.jpg,00002631.png,original,2631,3.6274
2632,00002632.jpg,00002632.png,original,2632,2.523
2633,00002633.jpg,00002633.png,original,2633,3.5176
2634,00002634.jpg,00002634.png,original,2634,1.5486
2635,00002635.jpg,00002635.png,original,2635,2.2256
2636,00002636.jpg,00002636.png,original,2636,3.706
2637,00002637.jpg,00002637.png,original,2637,1.7992
2638,00002638.jpg,00002638.png,original,2638,6.0236
2639,00002639.jpg,00002639.png,original,2639,2.6904
2640,00002640.jpg,00002640.png,original,2640,3.605
2641,00002641.jpg,00002641.png,original,2641,3.9574
2642,00002642.jpg,00002642.png,original,2642,2.7378
2643,00002643.jpg,00002643.png,original,2643,2.225
2644,00002644.jpg,00002644.png,original,2644,3.5418
2645,00002645.jpg,00002645.png,original,2645,1.7646000000000002
2646,00002646.jpg,00002646.png,original,2646,2.3494
2647,00002647.jpg,00002647.png,original,2647,3.7308
2648,00002648.jpg,00002648.png,original,2648,1.8298
2649,00002649.jpg,00002649.png,original,2649,2.2464
2650,00002650.jpg,00002650.png,original,2650,3.4932
2651,00002651.jpg,00002651.png,original,2651,2.6208
2652,00002652.jpg,00002652.png,original,2652,1.5508000000000002
2653,00002653.jpg,00002653.png,original,2653,2.4936
2654,00002654.jpg,00002654.png,original,2654,2.3922
2655,00002655.jpg,00002655.png,original,2655,1.686
2656,00002656.jpg,00002656.png,original,2656,2.4794
2657,00002657.jpg,00002657.png,original,2657,3.6376
2658,00002658.jpg,00002658.png,original,2658,1.7355999999999998
2659,00002659.jpg,00002659.png,original,2659,2.3298
2660,00002660.jpg,00002660.png,original,2660,2.3562000000000003
2661,00002661.jpg,00002661.png,original,2661,1.8998
2662,00002662.jpg,00002662.png,original,2662,1.6262
2663,00002663.jpg,00002663.png,original,2663,2.684
2664,00002664.jpg,00002664.png,original,2664,2.3022
2665,00002665.jpg,00002665.png,original,2665,2.748
2666,00002666.jpg,00002666.png,original,2666,2.3338
2667,00002667.jpg,00002667.png,original,2667,6.2112
2668,00002668.jpg,00002668.png,original,2668,2.4786
2669,00002669.jpg,00002669.png,original,2669,1.864
2670,00002670.jpg,00002670.png,original,2670,1.7224
2671,00002671.jpg,00002671.png,original,2671,4.0248
2672,00002672.jpg,00002672.png,original,2672,3.4370000000000003
2673,00002673.jpg,00002673.png,original,2673,2.2464
2674,00002674.jpg,00002674.png,original,2674,3.4428
2675,00002675.jpg,00002675.png,original,2675,2.2908
2676,00002676.jpg,00002676.png,original,2676,1.761
2677,00002677.jpg,00002677.png,original,2677,2.3992
2678,00002678.jpg,00002678.png,original,2678,2.5364
2679,00002679.jpg,00002679.png,original,2679,2.4004
2680,00002680.jpg,00002680.png,original,2680,1.7256
2681,00002681.jpg,00002681.png,original,2681,1.6143999999999998
2682,00002682.jpg,00002682.png,original,2682,3.8792
2683,00002683.jpg,00002683.png,original,2683,1.6307999999999998
2684,00002684.jpg,00002684.png,original,2684,1.7792
2685,00002685.jpg,00002685.png,original,2685,2.5856
2686,00002686.jpg,00002686.png,original,2686,3.4496
2687,00002687.jpg,00002687.png,original,2687,3.6414
2688,00002688.jpg,00002688.png,original,2688,1.7212
2689,00002689.jpg,00002689.png,original,2689,1.7604000000000002
2690,00002690.jpg,00002690.png,original,2690,1.6873999999999998
2691,00002691.jpg,00002691.png,original,2691,3.1376
2692,00002692.jpg,00002692.png,original,2692,2.4294
2693,00002693.jpg,00002693.png,original,2693,1.7212
2694,00002694.jpg,00002694.png,original,2694,3.3234
2695,00002695.jpg,00002695.png,original,2695,1.7246
2696,00002696.jpg,00002696.png,original,2696,3.2966
2697,00002697.jpg,00002697.png,original,2697,3.496
2698,00002698.jpg,00002698.png,original,2698,3.664
2699,00002699.jpg,00002699.png,original,2699,2.3562000000000003
2700,00002700.jpg,00002700.png,original,2700,2.6522
2701,00002701.jpg,00002701.png,original,2701,2.8192
2702,00002702.jpg,00002702.png,original,2702,1.773
2703,00002703.jpg,00002703.png,original,2703,1.7226
2704,00002704.jpg,00002704.png,original,2704,1.713
2705,00002705.jpg,00002705.png,original,2705,3.5256
2706,00002706.jpg,00002706.png,original,2706,2.449
2707,00002707.jpg,00002707.png,original,2707,2.5402
2708,00002708.jpg,00002708.png,original,2708,2.3478
2709,00002709.jpg,00002709.png,original,2709,2.4042
2710,00002710.jpg,00002710.png,original,2710,2.447
2711,00002711.jpg,00002711.png,original,2711,1.5541999999999998
2712,00002712.jpg,00002712.png,original,2712,1.6424
2713,00002713.jpg,00002713.png,original,2713,2.4226
2714,00002714.jpg,00002714.png,original,2714,2.4692
2715,00002715.jpg,00002715.png,original,2715,1.6587999999999998
2716,00002716.jpg,00002716.png,original,2716,1.6846
2717,00002717.jpg,00002717.png,original,2717,2.4866
2718,00002718.jpg,00002718.png,original,2718,1.7519999999999998
2719,00002719.jpg,00002719.png,original,2719,2.4654
2720,00002720.jpg,00002720.png,original,2720,2.5286
2721,00002721.jpg,00002721.png,original,2721,3.4798
2722,00002722.jpg,00002722.png,original,2722,2.3422
2723,00002723.jpg,00002723.png,original,2723,1.7256
2724,00002724.jpg,00002724.png,original,2724,4.977
2725,00002725.jpg,00002725.png,original,2725,2.8348
2726,00002726.jpg,00002726.png,original,2726,1.7052
2727,00002727.jpg,00002727.png,original,2727,2.1678
2728,00002728.jpg,00002728.png,original,2728,1.6568
2729,00002729.jpg,00002729.png,original,2729,2.3496
2730,00002730.jpg,00002730.png,original,2730,1.8216
2731,00002731.jpg,00002731.png,original,2731,2.3414
2732,00002732.jpg,00002732.png,original,2732,2.1486
2733,00002733.jpg,00002733.png,original,2733,1.6888
2734,00002734.jpg,00002734.png,original,2734,3.677
2735,00002735.jpg,00002735.png,original,2735,1.7674
2736,00002736.jpg,00002736.png,original,2736,1.7212
2737,00002737.jpg,00002737.png,original,2737,3.791
2738,00002738.jpg,00002738.png,original,2738,1.6951999999999998
2739,00002739.jpg,00002739.png,original,2739,1.8248
2740,00002740.jpg,00002740.png,original,2740,2.3832
2741,00002741.jpg,00002741.png,original,2741,2.3182
2742,00002742.jpg,00002742.png,original,2742,1.7654
2743,00002743.jpg,00002743.png,original,2743,2.5568
2744,00002744.jpg,00002744.png,original,2744,2.1842
2745,00002745.jpg,00002745.png,original,2745,3.5628
2746,00002746.jpg,00002746.png,original,2746,1.6328
2747,00002747.jpg,00002747.png,original,2747,2.3112
2748,00002748.jpg,00002748.png,original,2748,1.918
2749,00002749.jpg,00002749.png,original,2749,2.4764
2750,00002750.jpg,00002750.png,original,2750,1.5781999999999998
2751,00002751.jpg,00002751.png,original,2751,2.249
2752,00002752.jpg,00002752.png,original,2752,2.2644
2753,00002753.jpg,00002753.png,original,2753,2.2110000000000003
2754,00002754.jpg,00002754.png,original,2754,1.7322000000000002
2755,00002755.jpg,00002755.png,original,2755,3.7658
2756,00002756.jpg,00002756.png,original,2756,2.8598
2757,00002757.jpg,00002757.png,original,2757,1.6842
2758,00002758.jpg,00002758.png,original,2758,3.2322
2759,00002759.jpg,00002759.png,original,2759,2.5786
2760,00002760.jpg,00002760.png,original,2760,1.9434
2761,00002761.jpg,00002761.png,original,2761,2.7892
2762,00002762.jpg,00002762.png,original,2762,3.6622
2763,00002763.jpg,00002763.png,original,2763,3.3934
2764,00002764.jpg,00002764.png,original,2764,1.8984
2765,00002765.jpg,00002765.png,original,2765,1.8284
2766,00002766.jpg,00002766.png,original,2766,1.5924
2767,00002767.jpg,00002767.png,original,2767,2.3134
2768,00002768.jpg,00002768.png,original,2768,1.5968
2769,00002769.jpg,00002769.png,original,2769,2.7216
2770,00002770.jpg,00002770.png,original,2770,1.649
2771,00002771.jpg,00002771.png,original,2771,1.6307999999999998
2772,00002772.jpg,00002772.png,original,2772,3.6074
2773,00002773.jpg,00002773.png,original,2773,1.7612
2774,00002774.jpg,00002774.png,original,2774,2.1432
2775,00002775.jpg,00002775.png,original,2775,1.8724
2776,00002776.jpg,00002776.png,original,2776,2.0082
2777,00002777.jpg,00002777.png,original,2777,3.7798
2778,00002778.jpg,00002778.png,original,2778,1.7160000000000002
2779,00002779.jpg,00002779.png,original,2779,5.877
2780,00002780.jpg,00002780.png,original,2780,1.8346
2781,00002781.jpg,00002781.png,original,2781,2.2346
2782,00002782.jpg,00002782.png,original,2782,3.393
2783,00002783.jpg,00002783.png,original,2783,1.5452
2784,00002784.jpg,00002784.png,original,2784,1.5774
2785,00002785.jpg,00002785.png,original,2785,1.6456
2786,00002786.jpg,00002786.png,original,2786,2.5382
2787,00002787.jpg,00002787.png,original,2787,4.0578
2788,00002788.jpg,00002788.png,original,2788,1.8778
2789,00002789.jpg,00002789.png,original,2789,1.7788
2790,00002790.jpg,00002790.png,original,2790,2.3884
2791,00002791.jpg,00002791.png,original,2791,1.6328
2792,00002792.jpg,00002792.png,original,2792,1.6684
2793,00002793.jpg,00002793.png,original,2793,2.3716
2794,00002794.jpg,00002794.png,original,2794,1.711
2795,00002795.jpg,00002795.png,original,2795,1.9896
2796,00002796.jpg,00002796.png,original,2796,2.6138
2797,00002797.jpg,00002797.png,original,2797,3.6594
2798,00002798.jpg,00002798.png,original,2798,3.8396
2799,00002799.jpg,00002799.png,original,2799,1.7146
2800,00002800.jpg,00002800.png,original,2800,2.23
2801,00002801.jpg,00002801.png,original,2801,3.34
2802,00002802.jpg,00002802.png,original,2802,1.8798
2803,00002803.jpg,00002803.png,original,2803,4.0578
2804,00002804.jpg,00002804.png,original,2804,2.7066
2805,00002805.jpg,00002805.png,original,2805,2.4778
2806,00002806.jpg,00002806.png,original,2806,1.6636000000000002
2807,00002807.jpg,00002807.png,original,2807,1.7218
2808,00002808.jpg,00002808.png,original,2808,2.3424
2809,00002809.jpg,00002809.png,original,2809,2.829
2810,00002810.jpg,00002810.png,original,2810,2.4882
2811,00002811.jpg,00002811.png,original,2811,1.7868
2812,00002812.jpg,00002812.png,original,2812,2.4556
2813,00002813.jpg,00002813.png,original,2813,1.8624
2814,00002814.jpg,00002814.png,original,2814,2.6418
2815,00002815.jpg,00002815.png,original,2815,1.5736
2816,00002816.jpg,00002816.png,original,2816,1.7452
2817,00002817.jpg,00002817.png,original,2817,2.3566000000000003
2818,00002818.jpg,00002818.png,original,2818,3.6292
2819,00002819.jpg,00002819.png,original,2819,1.775
2820,00002820.jpg,00002820.png,original,2820,1.8074
2821,00002821.jpg,00002821.png,original,2821,1.6328
2822,00002822.jpg,00002822.png,original,2822,1.6898
2823,00002823.jpg,00002823.png,original,2823,2.3108
2824,00002824.jpg,00002824.png,original,2824,2.2446
2825,00002825.jpg,00002825.png,original,2825,2.1858
2826,00002826.jpg,00002826.png,original,2826,3.4578
2827,00002827.jpg,00002827.png,original,2827,1.7966000000000002
2828,00002828.jpg,00002828.png,original,2828,4.0386
2829,00002829.jpg,00002829.png,original,2829,1.8282
2830,00002830.jpg,00002830.png,original,2830,1.6442
2831,00002831.jpg,00002831.png,original,2831,3.8908
2832,00002832.jpg,00002832.png,original,2832,1.849
2833,00002833.jpg,00002833.png,original,2833,1.6265999999999998
2834,00002834.jpg,00002834.png,original,2834,2.348
2835,00002835.jpg,00002835.png,original,2835,2.6046
2836,00002836.jpg,00002836.png,original,2836,3.972
2837,00002837.jpg,00002837.png,original,2837,2.7184
2838,00002838.jpg,00002838.png,original,2838,2.6414
2839,00002839.jpg,00002839.png,original,2839,3.5540000000000003
2840,00002840.jpg,00002840.png,original,2840,1.8003999999999998
2841,00002841.jpg,00002841.png,original,2841,2.4892000000000003
2842,00002842.jpg,00002842.png,original,2842,2.3828
2843,00002843.jpg,00002843.png,original,2843,2.2366
2844,00002844.jpg,00002844.png,original,2844,1.5968
2845,00002845.jpg,00002845.png,original,2845,3.6958
2846,00002846.jpg,00002846.png,original,2846,1.7235999999999998
2847,00002847.jpg,00002847.png,original,2847,3.5698
2848,00002848.jpg,00002848.png,original,2848,3.772
2849,00002849.jpg,00002849.png,original,2849,2.5486
2850,00002850.jpg,00002850.png,original,2850,2.5244
2851,00002851.jpg,00002851.png,original,2851,1.7334
2852,00002852.jpg,00002852.png,original,2852,3.4324
2853,00002853.jpg,00002853.png,original,2853,2.3702
2854,00002854.jpg,00002854.png,original,2854,1.6227999999999998
2855,00002855.jpg,00002855.png,original,2855,2.3912
2856,00002856.jpg,00002856.png,original,2856,2.3144
2857,00002857.jpg,00002857.png,original,2857,3.8882
2858,00002858.jpg,00002858.png,original,2858,1.6502
2859,00002859.jpg,00002859.png,original,2859,6.0362
2860,00002860.jpg,00002860.png,original,2860,2.4086
2861,00002861.jpg,00002861.png,original,2861,1.8038
2862,00002862.jpg,00002862.png,original,2862,1.7408
2863,00002863.jpg,00002863.png,original,2863,1.77
2864,00002864.jpg,00002864.png,original,2864,2.5374
2865,00002865.jpg,00002865.png,original,2865,1.7572
2866,00002866.jpg,00002866.png,original,2866,3.4
2867,00002867.jpg,00002867.png,original,2867,3.3582
2868,00002868.jpg,00002868.png,original,2868,3.593
2869,00002869.jpg,00002869.png,original,2869,2.5438
2870,00002870.jpg,00002870.png,original,2870,2.2328
2871,00002871.jpg,00002871.png,original,2871,1.7715999999999998
2872,00002872.jpg,00002872.png,original,2872,1.8118
2873,00002873.jpg,00002873.png,original,2873,1.9368
2874,00002874.jpg,00002874.png,original,2874,1.5572
2875,00002875.jpg,00002875.png,original,2875,3.6292
2876,00002876.jpg,00002876.png,original,2876,2.5308
2877,00002877.jpg,00002877.png,original,2877,1.8018
2878,00002878.jpg,00002878.png,original,2878,2.3956
2879,00002879.jpg,00002879.png,original,2879,1.8498
2880,00002880.jpg,00002880.png,original,2880,2.654
2881,00002881.jpg,00002881.png,original,2881,1.5572
2882,00002882.jpg,00002882.png,original,2882,3.4154
2883,00002883.jpg,00002883.png,original,2883,1.982
2884,00002884.jpg,00002884.png,original,2884,4.1196
2885,00002885.jpg,00002885.png,original,2885,1.7634
2886,00002886.jpg,00002886.png,original,2886,2.4530000000000003
2887,00002887.jpg,00002887.png,original,2887,3.4852
2888,00002888.jpg,00002888.png,original,2888,1.6664
2889,00002889.jpg,00002889.png,original,2889,1.6006
2890,00002890.jpg,00002890.png,original,2890,2.9036
2891,00002891.jpg,00002891.png,original,2891,2.3868
2892,00002892.jpg,00002892.png,original,2892,1.7004
2893,00002893.jpg,00002893.png,original,2893,2.2324
2894,00002894.jpg,00002894.png,original,2894,2.6122
2895,00002895.jpg,00002895.png,original,2895,2.3044
2896,00002896.jpg,00002896.png,original,2896,1.7256
2897,00002897.jpg,00002897.png,original,2897,1.6068000000000002
2898,00002898.jpg,00002898.png,original,2898,1.681
2899,00002899.jpg,00002899.png,original,2899,2.7416
2900,00002900.jpg,00002900.png,original,2900,2.4258
2901,00002901.jpg,00002901.png,original,2901,1.7832
2902,00002902.jpg,00002902.png,original,2902,2.6608
2903,00002903.jpg,00002903.png,original,2903,3.5798
2904,00002904.jpg,00002904.png,original,2904,1.7456
2905,00002905.jpg,00002905.png,original,2905,3.8124
2906,00002906.jpg,00002906.png,original,2906,2.33
2907,00002907.jpg,00002907.png,original,2907,1.63
2908,00002908.jpg,00002908.png,original,2908,2.4574
2909,00002909.jpg,00002909.png,original,2909,1.6462
2910,00002910.jpg,00002910.png,original,2910,3.649
2911,00002911.jpg,00002911.png,original,2911,2.3212
2912,00002912.jpg,00002912.png,original,2912,2.4796
2913,00002913.jpg,00002913.png,original,2913,1.719
2914,00002914.jpg,00002914.png,original,2914,1.874
2915,00002915.jpg,00002915.png,original,2915,1.6484
2916,00002916.jpg,00002916.png,original,2916,1.7468
2917,00002917.jpg,00002917.png,original,2917,2.2582
2918,00002918.jpg,00002918.png,original,2918,1.7612
2919,00002919.jpg,00002919.png,original,2919,2.2248
2920,00002920.jpg,00002920.png,original,2920,2.3146
2921,00002921.jpg,00002921.png,original,2921,1.745
2922,00002922.jpg,00002922.png,original,2922,3.6704
2923,00002923.jpg,00002923.png,original,2923,1.8336
2924,00002924.jpg,00002924.png,original,2924,3.7362
2925,00002925.jpg,00002925.png,original,2925,4.3666
2926,00002926.jpg,00002926.png,original,2926,2.448
2927,00002927.jpg,00002927.png,original,2927,3.4958
2928,00002928.jpg,00002928.png,original,2928,1.8854
2929,00002929.jpg,00002929.png,original,2929,1.8982
2930,00002930.jpg,00002930.png,original,2930,2.2286
2931,00002931.jpg,00002931.png,original,2931,1.7148
2932,00002932.jpg,00002932.png,original,2932,1.755
2933,00002933.jpg,00002933.png,original,2933,2.2516
2934,00002934.jpg,00002934.png,original,2934,2.6204
2935,00002935.jpg,00002935.png,original,2935,3.9018
2936,00002936.jpg,00002936.png,original,2936,1.5861999999999998
2937,00002937.jpg,00002937.png,original,2937,2.0554
2938,00002938.jpg,00002938.png,original,2938,1.5541999999999998
2939,00002939.jpg,00002939.png,original,2939,1.6265999999999998
2940,00002940.jpg,00002940.png,original,2940,2.3298
2941,00002941.jpg,00002941.png,original,2941,3.5406
2942,00002942.jpg,00002942.png,original,2942,2.4078
2943,00002943.jpg,00002943.png,original,2943,1.813
2944,00002944.jpg,00002944.png,original,2944,1.7728000000000002
2945,00002945.jpg,00002945.png,original,2945,2.3306
2946,00002946.jpg,00002946.png,original,2946,2.6206
2947,00002947.jpg,00002947.png,original,2947,3.6966
2948,00002948.jpg,00002948.png,original,2948,3.6226
2949,00002949.jpg,00002949.png,original,2949,2.6094
2950,00002950.jpg,00002950.png,original,2950,1.6582
2951,00002951.jpg,00002951.png,original,2951,3.9808
2952,00002952.jpg,00002952.png,original,2952,2.856
2953,00002953.jpg,00002953.png,original,2953,3.87
2954,00002954.jpg,00002954.png,original,2954,3.6026
2955,00002955.jpg,00002955.png,original,2955,4.4928
2956,00002956.jpg,00002956.png,original,2956,3.5242
2957,00002957.jpg,00002957.png,original,2957,1.9964
2958,00002958.jpg,00002958.png,original,2958,4.1628
2959,00002959.jpg,00002959.png,original,2959,2.4284
2960,00002960.jpg,00002960.png,original,2960,1.5842
2961,00002961.jpg,00002961.png,original,2961,1.781
2962,00002962.jpg,00002962.png,original,2962,1.5861999999999998
2963,00002963.jpg,00002963.png,original,2963,1.649
2964,00002964.jpg,00002964.png,original,2964,1.8598
2965,00002965.jpg,00002965.png,original,2965,2.585
2966,00002966.jpg,00002966.png,original,2966,1.8524
2967,00002967.jpg,00002967.png,original,2967,2.4306
2968,00002968.jpg,00002968.png,original,2968,2.3478
2969,00002969.jpg,00002969.png,original,2969,1.7612
2970,00002970.jpg,00002970.png,original,2970,1.7212
2971,00002971.jpg,00002971.png,original,2971,3.5072
2972,00002972.jpg,00002972.png,original,2972,2.472
2973,00002973.jpg,00002973.png,original,2973,2.0158
2974,00002974.jpg,00002974.png,original,2974,1.7836
2975,00002975.jpg,00002975.png,original,2975,3.8576
2976,00002976.jpg,00002976.png,original,2976,1.9512
2977,00002977.jpg,00002977.png,original,2977,2.4484
2978,00002978.jpg,00002978.png,original,2978,2.4684
2979,00002979.jpg,00002979.png,original,2979,2.5832
2980,00002980.jpg,00002980.png,original,2980,2.4634
2981,00002981.jpg,00002981.png,original,2981,1.8584
2982,00002982.jpg,00002982.png,original,2982,2.39
2983,00002983.jpg,00002983.png,original,2983,2.4904
2984,00002984.jpg,00002984.png,original,2984,3.9662
2985,00002985.jpg,00002985.png,original,2985,2.3724
2986,00002986.jpg,00002986.png,original,2986,3.656
2987,00002987.jpg,00002987.png,original,2987,1.8398
2988,00002988.jpg,00002988.png,original,2988,3.551
2989,00002989.jpg,00002989.png,original,2989,3.946
2990,00002990.jpg,00002990.png,original,2990,3.8192
2991,00002991.jpg,00002991.png,original,2991,2.4268
2992,00002992.jpg,00002992.png,original,2992,4.3502
2993,00002993.jpg,00002993.png,original,2993,1.7212
2994,00002994.jpg,00002994.png,original,2994,2.3308
2995,00002995.jpg,00002995.png,original,2995,2.348
2996,00002996.jpg,00002996.png,original,2996,2.4242
2997,00002997.jpg,00002997.png,original,2997,1.711
2998,00002998.jpg,00002998.png,original,2998,1.5632
2999,00002999.jpg,00002999.png,original,2999,1.7164
3000,00003000.jpg,00003000.png,original,3000,2.3252
3001,00003001.jpg,00003001.png,original,3001,4.5172
3002,00003002.jpg,00003002.png,original,3002,1.7912
3003,00003003.jpg,00003003.png,original,3003,2.826
3004,00003004.jpg,00003004.png,original,3004,3.6274
3005,00003005.jpg,00003005.png,original,3005,2.3152
3006,00003006.jpg,00003006.png,original,3006,1.678
3007,00003007.jpg,00003007.png,original,3007,2.5668
3008,00003008.jpg,00003008.png,original,3008,1.6006
3009,00003009.jpg,00003009.png,original,3009,2.6042
3010,00003010.jpg,00003010.png,original,3010,3.6804
3011,00003011.jpg,00003011.png,original,3011,1.581
3012,00003012.jpg,00003012.png,original,3012,2.6544
3013,00003013.jpg,00003013.png,original,3013,1.7868
3014,00003014.jpg,00003014.png,original,3014,2.8216
3015,00003015.jpg,00003015.png,original,3015,5.6578
3016,00003016.jpg,00003016.png,original,3016,4.4148
3017,00003017.jpg,00003017.png,original,3017,1.6751999999999998
3018,00003018.jpg,00003018.png,original,3018,2.4606
3019,00003019.jpg,00003019.png,original,3019,2.2582
3020,00003020.jpg,00003020.png,original,3020,1.5968
3021,00003021.jpg,00003021.png,original,3021,1.9152
3022,00003022.jpg,00003022.png,original,3022,3.786
3023,00003023.jpg,00003023.png,original,3023,1.5508000000000002
3024,00003024.jpg,00003024.png,original,3024,1.7212
3025,00003025.jpg,00003025.png,original,3025,3.3442
3026,00003026.jpg,00003026.png,original,3026,1.6549999999999998
3027,00003027.jpg,00003027.png,original,3027,2.3926
3028,00003028.jpg,00003028.png,original,3028,2.3984
3029,00003029.jpg,00003029.png,original,3029,2.4142
3030,00003030.jpg,00003030.png,original,3030,2.5688
3031,00003031.jpg,00003031.png,original,3031,1.7342
3032,00003032.jpg,00003032.png,original,3032,3.3916
3033,00003033.jpg,00003033.png,original,3033,2.3348
3034,00003034.jpg,00003034.png,original,3034,2.4788
3035,00003035.jpg,00003035.png,original,3035,3.8402
3036,00003036.jpg,00003036.png,original,3036,2.4566
3037,00003037.jpg,00003037.png,original,3037,2.1542
3038,00003038.jpg,00003038.png,original,3038,2.4334
3039,00003039.jpg,00003039.png,original,3039,3.4388
3040,00003040.jpg,00003040.png,original,3040,3.588
3041,00003041.jpg,00003041.png,original,3041,3.6772
3042,00003042.jpg,00003042.png,original,3042,2.1708
3043,00003043.jpg,00003043.png,original,3043,2.4754
3044,00003044.jpg,00003044.png,original,3044,2.436
3045,00003045.jpg,00003045.png,original,3045,3.822
3046,00003046.jpg,00003046.png,original,3046,1.6058
3047,00003047.jpg,00003047.png,original,3047,1.738
3048,00003048.jpg,00003048.png,original,3048,1.8842
3049,00003049.jpg,00003049.png,original,3049,3.559
3050,00003050.jpg,00003050.png,original,3050,2.3156
3051,00003051.jpg,00003051.png,original,3051,2.3394
3052,00003052.jpg,00003052.png,original,3052,1.7928000000000002
3053,00003053.jpg,00003053.png,original,3053,1.9562
3054,00003054.jpg,00003054.png,original,3054,2.3118
3055,00003055.jpg,00003055.png,original,3055,2.5118
3056,00003056.jpg,00003056.png,original,3056,1.6806
3057,00003057.jpg,00003057.png,original,3057,2.4958
3058,00003058.jpg,00003058.png,original,3058,2.3108
3059,00003059.jpg,00003059.png,original,3059,2.3536
3060,00003060.jpg,00003060.png,original,3060,1.7884000000000002
3061,00003061.jpg,00003061.png,original,3061,2.6034
3062,00003062.jpg,00003062.png,original,3062,2.372
3063,00003063.jpg,00003063.png,original,3063,3.8638
3064,00003064.jpg,00003064.png,original,3064,2.3372
3065,00003065.jpg,00003065.png,original,3065,2.3896
3066,00003066.jpg,00003066.png,original,3066,1.6328
3067,00003067.jpg,00003067.png,original,3067,1.9076
3068,00003068.jpg,00003068.png,original,3068,2.1486
3069,00003069.jpg,00003069.png,original,3069,1.7212
3070,00003070.jpg,00003070.png,original,3070,2.3392
3071,00003071.jpg,00003071.png,original,3071,3.5004
3072,00003072.jpg,00003072.png,original,3072,1.7452
3073,00003073.jpg,00003073.png,original,3073,2.2536
3074,00003074.jpg,00003074.png,original,3074,3.8248
3075,00003075.jpg,00003075.png,original,3075,1.793
3076,00003076.jpg,00003076.png,original,3076,3.8054
3077,00003077.jpg,00003077.png,original,3077,1.6182
3078,00003078.jpg,00003078.png,original,3078,3.895
3079,00003079.jpg,00003079.png,original,3079,2.551
3080,00003080.jpg,00003080.png,original,3080,1.8704
3081,00003081.jpg,00003081.png,original,3081,1.6454
3082,00003082.jpg,00003082.png,original,3082,3.3174
